Reviews,Sentiment,NormalizedReviews
america murda baad. lanat in so called humanitarians pay aur in politicians pay..,-1,america murda baad. lanat in so called humanitarians pay aur in politicians pay..
brtanya k ak rukn esembly ny clear likha hy k unhy continevesly reped in preson matlb unhy mutawatr ya aziat brdast krny parh rhi hy .,-1,brtanya k ak rukn esembly ny clear likha hy k unhy continevesly reped in preson matlb unhy mutawatr yeh aziat brdast krny parh rhi hy .
allah uny is aziat sy nijat dlay or malgoon dalal bygert parwaz musharf or humari army k gernalo hukmrano ko zilat o ruswae k zindagi ata krt bger iman k mout dy,-1,allah uny is aziat say nijat dlay aur malgoon dalal bygert parwaz musharf aur humari army k gernalo hukmrano ko zilat o ruswae k zindagi ata krt bger iman k mout de
bohat dukh hai un kaâ¦,-1,bohat dukh hy un kaâ¦
per khan ky anay sy kai afia bach jain gi... ,0,par khan ky anay say kai afia bach jain gi... 
zulm sirf america main hi nhn.... ,-1,zulm sirf america main hy nhn.... 
yahan pakistan main bhi hai... ,0,yahan pakistan main bhi hy... 
hum in afia ko zaroor bachain gay. ,1,hum in afia ko zaroor bachain gye. 
aur dr. afia ky liye pur zoor appeal karain gay khan sb sy bhi aur poori dunya sy.,1,aur dr. afia ky liye par zoor appeal karain gye khan sab say bhi aur poori dunya say.
or agr ye jhota wada howa to pti waly khud is ki saza choice kr lena,-1,aur agr yeh jhota wada hova to pti waly khud is ki saza choice kr lena
is ka bhai usa main hy kabhi us ka bayan suna hy afia kaley.,0,is ka bhai usa main hy kabhi us ka bayan suna hy afia kaley.
afia py serious allegation hain aue ais ko afghanistan sy uthya gia hy pakistan sy ni.,0,afia py serious allegation hy aue ais ko afghanistan say uthya gia hy pakistan say nai.
khuda kaley aik fool topic py mat larain.,-1,khuda kaley aik fool topic py mat larain.
kia afia usa national ni hy ?,0,kia afia usa national nai hy ?
kia afia ka bhai usa national ni hy ?,0,kia afia ka bhai usa national nai hy ?
kia afia nain al barooshi naam ka bunday sy shadi ni qi ?,0,kia afia nai al barooshi naam ka bunday say shadi nai qi ?
afia jetna arsa gaub rahi us ka bachy sath they us ka bara beta taqreban 12 saal ka hy by us ka koi interview q ni aya hy ?,-1,afia jetna arsa gaub rahi us ka bachy sath they us ka bara beta taqreban 12 saal ka hy by us ka koi interview q nai aya hy ?
agr 2008 main mushraf nain afia ko usa ka hawaly kia to baqoul2us ka mamu ka wo 2008 main us ka pass ey thi aur 2 din rhyny ka bad chali gey they,-1,agr 2008 main mushraf nai afia ko usa ka hawaly kia to baqoul2us ka mamu ka wo 2008 main us ka pass ey thi aur 2 din rhyny ka bad chalta gey they
or agr ye jhota wada howa to pti waly khud is ki saza choice kr lena,-1,aur agr yeh jhota wada hova to pti waly khud is ki saza choice kr lena
ab is bhai ki phone phan dekhty hn,0,ab is bhai ki phone phan dekhty hy
wase bhi ye murda qoum hyâ¦,-1,wase bhi yeh murda qoum hyâ¦
jo wahan afia k sath ho raha h ye yahan apni behn betiyn k sath b yehi krty hyn.,-1,jo wahan afia k sath ho rha hy yeh yahan apni behn betiyn k sath bhi yehe krty hy.
"pak army kuch kar sakti hai, allah pak se dua hai es behen ki madad farmae",1,"pak army kuch kr sakti hy, allah pak se dua hy is behen ki madad farmaish"
.muj sameth amary ukmran ankon k oty oy andy ah zuban othy oy gohngy ah kan othy oy behry ah..,-1,.muj sameth amary ukmran ankon k oty oy andy ah zuban othy oy gohngy ah kan othy oy behry ah..
our jadojahad karni walo ko allah jazayi hir de.amin ya rabulalmin,1,aur jadojahad karni walo ko allah jazayi hir dain.ameen yeh rabulalmin
manhosu phle to 10 bje ka kaha tha tm logu ne m 10 bje w8 krti ri :-/:-/,-1,manhosu phle to 10 bje ka kaha tha tm logu ny m 10 bje w8 krti ri :-/:-/
han mai bhiii  jeeto pakistan khatam hi nahi ho raha 11 baje tk wait kiya ke shayad 11 baje ajae  phr kal dekha jb inka advertise aya to pta chala 8 baje ki timing ,-1,hy mai bhiii  jeeto pakistan khatam hy nahi ho rha 11 baje tk wait kya ke shayad 11 baje ajae  phr kal dekha jb inka advertise aya to pta chalta 8 baje ki timing 
ap ki app working ni kr rhi ha,-1,ap ki app working nai kr rhi hy
meray lye apply kar do,0,meray lye apply kr do
ap aap sahi kaam ni kr rhi ha,-1,ap aap sahi kaam nai kr rhi hy
thanks 8 bjy krne ka but aik suggestion ha repeat b kren drama ko chahe shaam ma kren but kren or repeat chahe ramzan k baad hi start kren but daramo ko repeat b kiya kren,1,thanks 8 bjy krne ka but aik suggestion hy repeat bhi kren drama ko chahe shaam main kren but kren aur repeat chahe ramzan k baad hy start kren but daramo ko repeat bhi kya kren
kia ye sachi kahani hai.. koi btaye mjhe plz,0,kia yeh sachi kahani hy.. koi btaye mujhe plz
aaj se ahuru krte hen,0,aaj se ahuru krte hy
strtng se story smjh me aegi,0,strtng se story smjh main aegi
juu starting na ba shuru kooo sehri puri assi hum yakh uu,-1,juu starting ny ba shuru kooo sehri puri assi hum yakh uu
upload kb hogi aj wali epi ,0,upload kub hogi aj wali epi 
may b monday nhi ai new epi,0,may bhi monday nhi ai new epi
ahye gi b ya nhi ,0,ahye gi bhi yeh nhi 
aj baydardi aya tha kia ary pe???,0,aj baydardi aya tha kia ary pe???
kal q nahi hohi,0,kal q nahi hohi
jo achaa drama hota ha yeh is tarha hi kartay ha drama ka saah,-1,jo acha drama hota hy yeh is tarha hy kartay hy drama ka saah
ye kiya baat hoe itna intazaar krwaya hai aur ab nahi,-1,yeh kya baat hui itna intazaar krwaya hy aur ab nahi
bs kar a jayega...,0,bs kr a jayega...
ab yahan b a gae tu,0,ab yahan bhi a gae tu
nahi aay ga ab agly monday ,0,nahi aay ga ab agly monday 
2 weeks say kyunn nahiii araha haii dramaaaa ,-1,2 weeks say kyunn nahiii araha hy dramaaaa 
ye kya baat hui phle intrest jagate ho phir episode upload hi nhi krte ,-1,yeh kya baat hui phle intrest jagate ho phr episode upload hy nhi krte 
aaj kub aye ga? ,0,aaj kub ai ga? 
aj ki timing???,0,aj ki timing???
her waqt time change...ary nay ramzan main bohat hi bore kia...ramzan transmission zabardasti hum pay musalat ker di gaye hey...ramzan main game show kerna ramzan ki beyadbi hey or boriat alag,-1,her waqt time change...ary ny ramzan main bohat hy bore kia...ramzan transmission zabardasti hum pay musalat kr di gye hy...ramzan main game show kerna ramzan ki beyadbi hy aur boriyat alag
jeeto pakistan chalra hai .....,0,jeeto pakistan chalra hy .....
kb aye gi epi...,0,kub ai gi epi...
pata nahi iss fahad mustufa k show sy kab jan chutty gee...ramzan main bhi bnd nahi hua yeh shetan...lga do baydardi,-1,pata nahi iss fahad mustufa k show say kub jaan chutty gi...ramzan main bhi bnd nahi hova yeh shetaan...lga do baydardi
aaj bhi nahin aaya ...jhota channel ary...manhos game show hi chalta raha...bakwas tereen fahad mustafa or us ka ghatya show.  ,-1,aaj bhi nahin aaya ...jhota channel ary...manhos game show hy chalta rha...bakwas tereen fahad mustafa aur us ka ghatya show.  
kehty hn shetan qaid ho jata hai ramzan me pr sehrish khan idr e ghoom rai hai ..,-1,kehty hy shetaan qaid ho jata hy ramzan main pr sehrish khan idr e ghoom rai hy ..
i wish chief justice is ghatya game show ko band kerwaain or ary ko punish karain. ,-1,i wish chief justice is ghatya game show ko band kerwaain aur ary ko punish karain. 
ajka episode upload ni hua ab tak,0,ajka episode upload nai hova ab tak
"saray dramas kha gaya ary...ramzan transmission bhi zabardasti sir pay sawar ker di gaye hey....her waqt badami, iqrar ul haq, sanam baloch or pher pagal fahad mustafa sir khatay rehtay hain.",-1,"saray dramas kha gya ary...ramzan transmission bhi zabardasti sir pay sawar kr di gye hy....her waqt badami, iqrar uljan haq, sanam baloch aur phr pagal fahad mustafa sir khatay rehtay hy."
plz link share kary,0,plz link share kary
bedardi nhi aaya aaj yr ,0,bedardi nhi aaya aaj yr 
..koi channel aisa salook nahin ker raha audience kay saath...sub time pay dramas dekha rahay hain,-1,..koi channel aisa salook nahin kr rha audience kay saath...sab time pay dramas dekha rha hy
uplaod to karden baydardi plz,0,uplaod to karden baydardi plz
yaar aaj ayaa nhi ,0,yaar aaj ayaa nhi 
3 bjey tk wait kiya tha ,0,3 bjey tk wait kya tha 
bht farigh hai jag kr ibadat krleti,-1,bht farigh hy jag kr ibadat krleti
jub dekhana nahin tha tou itna bara ad laganay ki kia zaroorat thi. ,-1,jb dekhana nahin tha to itna bara ad laganay ki kia zaroorat thi. 
12 episode youtube pr kb aegi,0,12 episode youtube pr kub aegi
is hafty i thnk new episode naheen aai,0,is hafty i thnk new episode naheen aai
baji sharam kro kuuj over acting ki dukan,-1,baji sharam kro kuuj over acting ki dukan
is week ka episode upload ni hoa??,0,is week ka episode upload nai hoa??
episode 12 abi tk ni aya,0,episode 12 abi tk nai aya
oh bhn deni deyo kuto lga do 12 episode,-1,oh bhn deni deyo kuto lga do 12 episode
eid thi shaid is liye drama ni release hua....,0,eid thi shaeed is liye drama nai release hova....
ye drama dekhti ho kitna acha hai,1,yeh drama dekhti ho kitna acha hy
na mumkeen ha,0,ny mumkeen hy
krna he chiye,0,karna hy chiye
ajeeb bat hai k  jis ko aids hey usay kuch pata hi nahon...us say itna secret rakha jaa raha hey.,-1,ajeeb bat hy k  jis ko aids hy usay kuch pata hy nahon...us say itna secret rakha ja rha hy.
yea drama ha zaida serious honay kay zaroorat nai ,-1,yea drama hy zaida serious honay kay zaroorat nai 
airs dost ki waja se hua tha kiun k ek hi reazr se shave krty thy,-1,airs dost ki waja se hova tha kiun k ek hy reazr se shave krty thay
shafay ko kion nahin koi batata...ab bia bhi khamosh ho gaye hey??? ,-1,shafay ko kion nahin koi batata...ab bia bhi khamosh ho gye hy??? 
ek reazr sy shave karny sy bi aids ho jata ha,-1,ek reazr say shave karny say bi aids ho jata hy
shafay kud kion nahin doc kay paas ja kay pooch leta kay usay hey kiaâ¦,0,shafay kud kion nahin doc kay paas ja kay pooch leta kay usay hy kiaâ¦
mamu bhi muhn main khunganian daal kay baith gaya hey. ,-1,mamu bhi muhn main khunganian daal kay baith gya hy. 
kia shafay ko na batanay say shafay theek ho jaey ga??? ,0,kia shafay ko ny batanay say shafay theek ho jaey ga??? 
plz becharay shafay ko ab bata do kay usay aids hey. ,-1,plz becharay shafay ko ab bata do kay usay aids hy. 
ters aa raha hey us pay...yeh bhi batain kay usay aids kion hoa...kia us kay awara dost say hoa?,-1,ters aa rha hy us pay...yeh bhi batain kay usay aids kion hoa...kia us kay awara dost say hoa?
 bia ko chahiay kay shafay ko sub such bata dey chup na rahay,0, bia ko chahiay kay shafay ko sab such bata dain chup ny rha
ary per ban laga dena chahiay takay in ki aqal thikanay aaye. ,-1,ary par ban laga dena chahiay takay in ki aqal thikanay aye. 
over hi ho gaya hey yeh channel...dramas kay channel per kia kharafaat dekha rahay hain,-1,over hy ho gya hy yeh channel...dramas kay channel par kia kharafaat dekha rha hy
akhir aiman hai,0,akheer aiman hy
kya hua raat wali epsiode m,0,kya hova raat wali epsiode m
kya story he yr,0,kya story hy yr
nhi krna chahie essa shafay loves bia,-1,nhi karna chahie essa shafay loves bia
bia tu khud sy ai juda hogi,0,bia tu khud say ai juda hogi
lkin us ko juda nh hona chahiyae aur shafay ko us ki maa ki asliat pata chl jayae,-1,lkin us ko juda nh hona chahiyae aur shafay ko us ki maa ki asliat pata chal jayae
lagta to yahi hn ab pata nhi kia hota h to agy agy...,0,lagta to yehe hy ab pata nhi kia hota hy to agy agy...
mene abi 6 episode dykhi hn kamal hai superbbb,1,mene abi 6 episode dykhi hy kamal hy superbbb
bari hi ghatya or zalim aurat hey memoona.,-1,bari hy ghatya aur zalim aurat hy memoona.
bari hi koi dukh bhari ending hogi is dramy ki,-1,bari hy koi dukh bhari ending hogi is dramy ki
karni tou nh chahiye...but bia ko cheat kiya gay h....zaror jaey gi,-1,karni to nh chahiye...but bia ko chahat kya gye hy....zaror jaey gi
buht allaw ha drama or bhi bhi,1,buht alaw hy drama aur bhi bhi
yar iska end bht hi rolany wala hoga,-1,yar iska end bht hy rolany wala hoga
bhai koi us becharay ko tou batao,-1,bhai koi us becharay ko to batao
men abhi dekhonga youtube pe,0,men abi dekhonga youtube pe
ithing bia boli gi apny saas s k yeh bht galt kiya us k sath us k bd us ki saas us ko tabraiz ki zndgi s nikal degi zndgi to karab kr de us.,-1,ithing bia boli gi apny saas s k yeh bht ghalat kya us k sath us k bd us ki saas us ko tabraiz ki zndgi s nikal degi zndgi to karab kr dain us.
saas ny sara ilzam biya pe lga dea h k uski wja se usky bety k sth aesa hua,-1,saas ny saraha ilzam biya pe lga dea hy k uski wja se usky bety k sth aesa hova
tabraiz ki zindagi se nh shafe ki zindagi se,0,tabraiz ki zindagi se nh shafe ki zindagi se
dil dahla dyny wali episode thi. ,-1,dil dahla dyny wali episode thi. 
kbi ksi k used products use ni karain ahtiyaat ilaaj sy better,1,kbi ksi k used products use nai karain ehtiyat ilaaj say better
haaao sub sun liya,0,haaao sab sun liya
khamoshi ma affan apny arsala k sath ni kia us k ghr walon ny b....,0,khamoshi main affan apny arsala k sath nai kia us k ghair walon ny bhi....
bohut dukh bhari kahani hai ye,-1,bohut dukh bhari kahani hy yeh
g ha bia na sari bata sun li h,0,g hy bia ny sari bata sun lye hy
sab sunliya bia n,0,sab sunliya bia ny
bhot bashrm ha lanth pak falg ko foot ka nach,-1,bhot bashrm hy lanth pak falg ko foot ka nach
funny vedio wale one day mai b live aoge ???,0,funny vedio wale one dain mai bhi live aoge ???
buttler ko out karao bus,0,buttler ko out karao bus
bhai sounds saaf q nahe,0,bhai sounds saaf q nahe
mra koi bf hi ni ,0,mra koi bf hy nai 
samjh le,0,samjh lye
acha kia tu ny b ni bnya bf we r shreeef ,0,acha kia tu ny bhi nai bnya bf we r shareef 
na bhai ab nh,0,ny bhai ab nh
ab try farigh waqt ka intazam jo ho gya ha ,-1,ab try farigh waqt ka intazam jo ho gya hy 
 tm yaad ae ho,1, tm yaad ai ho
hahahahaha darust baat hai wesay,1,hahahahaha durust baat hy waisay
bc tu ny jo ani dali hui ha mjhy pta ha,-1,bc tu ny jo ani dali hui hy mjhy pta hy
tere jaise log,0,tere jaise log
hahahahaha yehi reason hai,0,hahahahaha yehe reason hy
btw kahan pochi? ,0,btw kahan pochi? 
exams k baad dkhngi ab tym hi nhy ha ,0,exams k baad dkhngi ab tym hy nhy hy 
haan sahe hai. ,1,han sahe hy. 
welay log,-1,welay log
meer hadi waly logo sy to acha he hoon ,0,meer hadi waly logo say to acha hy hun 
me hu wo azeem hasti ,1,main hu wo azeem hasti 
yaar.  kasam se,0,yaar.  kasam se
...hahahaha kis category men hn ab ap log :-d,0,...hahahaha kiss category men hy ab ap log :-de
ag cal ya hi kar rahi ho me ak din me 3 movies ya ak season khatam,-1,ag cal yeh hy kr rahi ho main ak din main 3 movies yeh ak season khatam
. ek din me 20 episodes dekhe mene suno chanda k,-1,. ek din main 20 episodes dekhe mene suno chanda k
ab agya yakeen?plus  aj hamay pta chala k tum season khtam krnay me itni dair kio lgati ho,0,ab agya yaqeen?plus  aj hamay pta chalta k tum season khtam krnay main itni dair kio lgati ho
bai insan masroof bi hoskta ha..kaam hote han..apki tarha her koi wela nai hota..,-1,bai insan masroof bi hoskta hy..kaam hote hy..apki tarha her koi wela nai hota..
poora season aik din me yes.,0,poora season aik din main yes.
tujhay sab pata ,0,tujhay sab pata 
btana zara aj kya huwa?,0,btana zara aj kya huwa?
ta hamesha mata dase stories way che mata adu pta na v yrrr,0,ta hamesha mata dase stories way che mata adu pta ny v yrrr
tujhy to koi btany wala ii nae,-1,tujhy to koi btany wala ii ny
iska matlab tu b jahil me b jahil ,-1,iska matlab tu bhi jahil main bhi jahil 
m phr kuch kum jahil becz em the supporter of ik.. ,-1,m phr kuch kum jahil becz em thi supporter of ik.. 
nae tu b puri jahil meri trha :p,-1,ny tu bhi puri jahil meri trha :p
patwari logic use kar rae h tu ,-1,patwari logic use kr rae hy tu 
ghalt baat ha yq,-1,ghalat baat hy yq
ap noon league hain na ,-1,ap noon league hy ny 
ni ma sheikh hon,0,nai main sheikh ho
wo tu pta h aap sheikh hn ,0,wo tu pta hy aap sheikh hy 
parhy likhy insaan ho bs bai sha'oor ho,-1,parhy likhy insaan ho bs bai sha'oor ho
tu ta dogar naal a,0,tu ta dogar naal a
ay gal,0,ay gal
main phly v pti naal tha mai hun v naal aa,0,main phly v pti naal tha mai hun v naal aa
patwari na bn,-1,patwari ny bn
main kad banya patwari yar,-1,main kad banya patwari yar
parhy likhy jahil* ,-1,parhy likhy jahil* 
confused kardia bhae,-1,confused kardia bhae
ab nahe hon  us ne bohat disappoint kiya ,-1,ab nahe ho  us ny bohat disappoint kya 
self proclaimed parhe likhe :p,-1,self proclaimed parhe likhe :p
mene ghalat sara ko tag krdia wse :p,-1,mene ghalat saraha ko tag krdia wse :p
iska mtlb khoo mn gya tumhara bs and mera ms wo b nust se....kuch b mtlb kuch b....,-1,iska mtlb khoo mn gya tumhara bs and mera ms wo bhi nust se....kuch bhi mtlb kuch bhi....
umer beta tumhara b dope test krwana prre ga lgta hai!!!,-1,umer beta tumhara bhi dope test krwana prre ga lgta hy!!!
idea ho gaya tha mjhe ,0,idea ho gya tha mujhe 
 hum parhy likhy,0, hum parhy likhy
ap jahil ho,-1,ap jahil ho
tag krny waly ko goli mar do ,-1,tag krny waly ko goli maar do 
ap lun khao,-1,ap lun khao
gali na do dost or apni khurak b na btao,-1,gaali ny do dost aur apni khurak bhi ny btao
.... mn to hn... ap thehri wahi jahil... ,-1,.... mn to hy... ap thehri wohi jahil... 
sirf tu or mai ,0,sirf tu aur mai 
agr dost ...... noon ko support kry tu,-1,agr dost ...... noon ko support kry tu
asan kehnsan gad na ahyun,0,asan kehnsan gad ny ahyun
vote ta ppp khe thi dien n?,0,vote ta ppp khe thi dien ny?
na na kehnkhe na ,0,ny ny kehnkhe ny 
ahan sadi tereef huri idr ao  ,1,ahan sadi tereef huri idr ao  
comman sense se bht ha sab kuch samna ha pr b anhk band rhko to pr allah he ha apka,-1,comman sense se bht hy sab kuch samna hy pr bhi anhk band rhko to pr allah hy hy apka
hamari baat ho rai hai,0,hamari baat ho rai hy
main to kisi ko support ni krti ,-1,main to kisi ko support nai krti 
ab baatain chupaye gi na bhn sy,-1,ab baatain chupaye gi ny bhn say
wasy tmhara abi confirm nai ha mughy,0,waisay tmhara abi confirm nai hy mughy
kar lai yaqeen meri behn kar lai ,1,kr lai yaqeen meri behn kr lai 
bhai jahil hain aap,-1,bhai jahil hy aap
waah kia andaaza lagaya ha ! zabardast ! ,1,waah kia andaaza lagaya hy ! zabardast ! 
"bhaag ja chl, apnapan na dikhaya kr har jagah",-1,"bhaag ja chal, apnapan ny dikhaya kr har jagah"
aap bhi to apne hain jese jazz apna ha ! ,0,aap bhi to apne hy jese jazz apna hy ! 
waqae me tabdeeli bahar se nahi andar se aati ha saare wohi jageerdaar wadere bhar liye election ke time pe ! ,-1,waqae main tabdeeli bahar se nahi andar se aati hy saare wohi jageerdaar wadere bhar liye election ke time pe ! 
 jo corrupt hain saara saal jinke khilaf bolta raha ! ,-1, jo corrupt hy saara saal jinke khilaaf bolta rha ! 
had hoti ha hypocracy ki aur khud maan bhi raha ha ke me inke baghair wazir e azam nae bansakta! ,-1,had hoti hy hypocracy ki aur khud maan bhi rha hy ke main inke baghair wazir e azam ny bansakta! 
 to tera maqsad bhi to pm banna hi hoa na bhai!  ,-1, to tera maqsad bhi to pm banna hy hoa ny bhai!  
awaam ko kyu pagal banaraha ha! ,-1,awaam ko kyu pagal banaraha hy! 
aur ye jo log isne bhare hain ye power me aane ke baad koe sahi kaam karne deinge kia isko jo itna paisa election me lagaraha ha wo recover nae karega kia chori karke yaar logically to socho! kyu   ?,-1,aur yeh jo log isne bhare hy yeh power main aane ke baad koi sahi kaam karne deinge kia isko jo itna paisa election main lagaraha hy wo recover ny karega kia chori karke yaar logically to socho! kyu   ?
koi shak hi nhi ,0,koi shak hy nhi 
tu he rehhm wese he bht tang tere sy,-1,tu hy rehhm wese hy bht tang tere say
bachpan say pti ka tha ,0,bachpan say pti ka tha 
bht hansi i bht hansi i.. bht zyada,1,bht hansi i bht hansi i.. bht zyada
" tum yaad a gai.  ""musfirah suno na musfirah suno na""",1," tum yaad a gai.  ""musfirah suno ny musfirah suno ny"""
acha hua me aj nahi ai warna aisa manhoos din guzarta.,-1,acha hova main aj nahi ai warna aisa manhoos din guzarta.
or meny door sy hi lanat bheji,-1,aur meny door say hy lanat bheji
phr drmyan mn mny shesha rkh dya lanat reflect ho k ap pe chli gai#achasorrybye,-1,phr drmyan mn mny shesha rkh dya lanat reflect ho k ap pe chli gai#achasorrybye
or ye rhi apky hisy ki lanat,-1,aur yeh rhi apky hisy ki lanat
phrsy drmyan mn shesha ),0,phrsy drmyan mn shesha )
ahooo ye mai dur hoto dur he sai mainu ki,0,ahooo yeh mai dur hoto dur hy sai mainu ki
""" mje tm bad main achi lgi""mujhe ye line bohat pasnd hai actually.",1,""" mje tm bad main achi lgi""mujhe yeh line bohat pasand hy actually."
mje tm pe tars aa rha ,-1,mje tm pe tars aa rha 
""" mje nai pta.mje achi lgti tm bs.""and this one too. :)",1,""" mje nai pta.mje achi lgti tm bs.""and this one too. :)"
shukr hai khudi ruk gyi pehle.main ne kaha ktne raaz khole gi... ,-1,shukr hy khudi ruk gyi pehle.main ny kaha ktne raaz khole gi... 
tu marti bht h,-1,tu marti bht hy
tere sath yhi ho rha,0,tere sath yehe ho rha
 sahi baat hai ,0, sahi baat hy 
abhi inko sahe ....... ,0,abi inko sahe ....... 
nahi aai samjh? ,0,nahi aai samjh? 
hahahahahaha hd ho gyi isko khte hn muhabbat ki riyazi,1,hahahahahaha hd ho gyi isko khte hy mohabbat ki riyazi
hahahhaha tmhay bohat pta ha,0,hahahhaha tmhay bohat pta hy
bohat munasib.,1,bohat munasib.
mohabbat ki riyaazi ,1,mohabbat ki riyaazi 
tm b salam kehna,1,tm bhi salam kehna
sakhar waloon se apki chat leak ho gae,-1,sakhar waloon se apki chahat leak ho gae
crush ko gherny k triky ,-1,crush ko gherny k triky 
samjh ai hai  ,0,samjh ai hy  
aagai hai beta tujhe ,0,aagai hy beta tujhe 
hahahhahahhaha nae yrr tujhy toh pta ha me masum si bachi hun!!,1,hahahhahahhaha ny yrr tujhy to pta hy main masoom se bachi hun!!
masoom? raaton ko videos kon dekhta hai  phupa tera,-1,masoom? raaton ko videos kon dekhta hy  phupa tera
hahahhahahhhahahhha oyee chl ayy chl....kon si videos??gandy or jhuty ilzam na lga!!,-1,hahahhahahhhahahhha oyee chal ayy chal....kon se videos??gandy aur jhuty ilzam ny lga!!
tu bss kr jaa....,0,tu bss kr ja....
han takhe tu raaton ko jaag kr dekh sake? wah bhai kiya dhong rachaya hao,-1,hy takhe tu raaton ko jaag kr dekh sake? wah bhai kya dhong rachaya hao
hahahahahhahaahhahahahaahh begerat insan uss din me drama dekh rhi thi....tujhy toh bta k hi glti ki ha!!,-1,hahahahahhahaahhahahahaahh begerat insan uss din main drama dekh rhi thi....tujhy to bta k hy ghalti ki hy!!
ab dant na nikal...bol toh esy rhi thi jesi mery ghar khud aa k lga k di hn tuny mujhy videos!!!begerat!!,-1,ab dant ny nikal...bol to esy rhi thi jesi mery ghair khud aa k lga k di hy tuny mujhy videos!!!begerat!!
nahi apk jese itne ooonche shoq kahan mere,-1,nahi apk jese itne ooonche shauq kahan mere
buhahah ! sahi khel gya ,-1,buhahah ! sahi khel gya 
yh tu kry ge,0,yeh tu kry gi
 yh v thrk ka ak level h check kro,-1, yeh v thrk ka ak level hy check kro
achanak sudhar geya hun mein.,1,achanak sudhar gya hun main.
bhn bhi ka pyr,1,bhn bhi ka pyr
smjh ty gya e hna ....phla nam,0,smjh ty gya e hna ....phla nam
ye pyar nai ye gangbang hai,-1,yeh pyar nai yeh gangbang hy
tu hi de de naam ,0,tu hy dain dain naam 
picture abhi baki hai meray dost,1,picture abi baki hy meray dost
"astagfiruallah,,drama to theek ha lekin yeh picture",-1,"astagfiruallah,,drama to theek hy lekin yeh picture"
hahahahaha :d creativity dkho zra,-1,hahahahaha :de creativity dkho zra
ab kuch nai dekhna .,-1,ab kuch nai dekhna .
begharti,-1,begharti
haye mere allah ,0,haye mere allah 
begairati,-1,begairati
hahahhaa aho kasmy yr,0,hahahhaa aho kasmy yr
pyar batne se barta hai to b bant,1,pyar batne se barta hy to bhi bant
nzr andaz krna achi bat waisy aisi postain,0,nzr andaz karna achi bat waisay aisi postain
blkl ni  skon ni ata,-1,blkl nai  skon nai ata
bibi sunani lazmi kisi ko ,0,bibi sunani lazmi kisi ko 
aap dono decide kr ln or aik koi rkh lo isay . lrna nai dono ,-1,aap dono decide kr ln aur aik koi rkh lo isay . larne nai dono 
yh le dhoond deya tjhe,0,yeh lye dhoond deya tjhe
you know naah meh nhi larai krti you  tum hi rakh lo ..,0,you know naah meh nhi larai krti you  tum hy rakh lo ..
bchary k daant to pury lgwa dy,-1,bchary k daant to pury lgwa de
wese b mry pas already boyfrnd h  ,1,wese bhi mry pas already boyfrnd hy  
lagwa ley ga pyaar chahta hai tumhara bsss,1,lagwa ley ga pyaar chahta hy tumhara bsss
woh girlfriend hai,1,woh girlfriend hy
dkh behn me skht londi hu,-1,dkh behn main sakhat londi hu
mudasir tm b mry lie boyfrnd dhundhry hotm bhii,0,mudasir tm bhi mry lie boyfrnd dhundhry hotm bhii
dkhlo bht bri zemadari hapny jesa dhundhna roz ki ik choclate,-1,dkhlo bht bri zemadari hapny jesa dhundhna roz ki ik choclate
tmhare lye best haekrle shadi ,1,tmhare lye best haekrle shadi 
hahahah tere liye hai,0,hahahah tere liye hy
saudah tu isi se ubtan krhe na ,0,saudah tu isi se ubtan krhe ny 
chal  too hi rakh isyy,0,chal  too hy rakh isyy
hahahahahha han tera krwa rae,0,hahahahahha hy tera krwa rae
tere liye best haiii :p,1,tere liye best haiii :p
mene tere lie dekha tha ,0,mene tere lie dekha tha 
ese toh mt keh itni mushkil se tera jor dhonda mene,-1,ese to mt keh itni mushkil se tera jor dhonda mene
teraa best match haiii,1,teraa best match haiii
ni gor se toh dekh ,0,nai gor se to dekh 
tu gor kr sir blkul tere se miltaa,0,tu gor kr sir blkul tere se miltaa
bus is ki kami thi,-1,bus is ki kami thi
danto ka maslah hy bs ,-1,danto ka maslah hy bs 
vea karle is se tu,0,vea karle is se tu
main ny to krni hi nhi hi na to tu kr ly tyre liye best hai yh . buahahahahahaa,1,main ny to krni hy nhi hy ny to tu kr lye tyre liye best hy yeh . buahahahahahaa
tm chahte ho k mje crush k n se nafrat ho jaye,-1,tm chahte ho k mje crush k ny se nafrat ho jaye
yhi to hai tmary pyaar krny wali chz,1,yehe to hy tmary pyaar krny wali chz
tera wala hai shaid ,0,tera wala hy shaeed 
woh handsome h,1,woh handsome hy
hai to magar :),0,hy to magar :)
marasi bolti thi tu,-1,marasi bolti thi tu
janti nahi thi pehle :) aur ab chup ho jaa.. dekh lena unhone bhi  aur kutti cmnt bhi delete kr,-1,janti nahi thi pehle :) aur ab chup ho ja.. dekh lena unhone bhi  aur kutti cmnt bhi delete kr
kis ny dekh lena,-1,kiss ny dekh lena
cmnt delete kr raami ,-1,cmnt delete kr raami 
tm dono ka mutual crush ,0,tm dono ka mutual crush 
or tumara honay wala mijazi :p,1,aur tumara honay wala mijazi :p
kya baat hai fahad bhai ,1,kya baat hy fahad bhai 
na na or tmhra hone wala .....  iykwim ,0,ny ny aur tmhra hone wala .....  iykwim 
yahi h na q chupa rahi thi,-1,yehe hy ny q chupa rahi thi
 alhumdulilah asu psnd nh meri,1, alhumdulilah asu psnd nh meri
oh khudda ka khof kr bhai,-1,oh khudda ka khof kr bhai
