Reviews,Sentiment,NormalizedReviews
nice thread ...apky neechy register ho rha hn,1.0,nice thread ...apky neechy register ho rha hy
ye software kuch ajeb language me hai,-1.0,yeh software kuch ajeeb language main hy
are bhai plz ye btao kya ye sach me pay kre gi ya nai,0.0,are bhai plz yeh btao kya yeh sach main pay kre gi yeh nai
aur ap ka softwear use krne se acount to block nai hojay ga na,1.0,aur ap ka softwear use krne se acount to block nai hojay ga ny
bhai scame lag to nai rahi q k ye 2013 se chali aa rahi he aur 2015 me update bhi hui he,1.0,bhai scame lag to nai rahi q k yeh 2013 se chalta aa rahi hy aur 2015 main update bhi hui hy
bohat acha thread banaya ap ne....,1.0,bohat acha thread banaya ap ny....
me is me link deta hu to ye koi error de deta he,-1.0,main is main link deta hu to yeh koi error dain deta hy
wow great yar ye kaam kr raha he,1.0,wow great yar yeh kaam kr rha hy
softwear to chal raha he lekin mere acount me views nai barh rahi hen,-1.0,softwear to chal rha hy lekin mere acount main views nai barh rahi hy
bhai yar kya masla he plz hal kro jaldi,-1.0,bhai yar kya masla hy plz hal kro jaldi
admin ya moderator ic member ko acha sa rank diya jai,1.0,admin yeh moderator ic member ko acha sa rank diya jai
dear kuch din baad may ek aur mega thread lekar aavounga inshallah jo halchal macha dega ptc site pe,1.0,dear kuch din baad may ek aur mega thread lekar aavounga inshallah jo halchal macha dega ptc site pe
ye softwear 31 viws de ke ab sahi kaam nai kr raha,-1.0,yeh softwear 31 viws dain ke ab sahi kaam nai kr rha
bhai inshaallah jingling se auto bot ki trick me upload kronga with proof bas mere 100 post pure hone do phir inshaallah dekhiye ga jald hi thread bnaonga.. 10$ per day easily with out any work,1.0,bhai inshaallah jingling se auto bot ki trick main upload kronga with proof bas mere 100 post pure hone do phr inshaallah dekhiye ga jald hy thread bnaonga.. 10$ par dain easily with out any work
bhai or b trick batao na plzz,0.0,bhai aur bhi trick batao ny plzz
wah g asghar sahib ap itny arsy bad kaisy zahir ho haey,1.0,wah g asghar sahib ap itny arsy bad kaisy zahir ho haey
aj me ap ke lye kamal ki website laya hun jis pe ap ne sirf register hona hai aur investment karni hai paise khud hi barhte jaen ge no skils required and no risk of loss,1.0,aj main ap ke lye kamal ki website laya hun jis pe ap ny sirf register hona hy aur investment karni hy paise khud hy barhte jaen gi no skills required and no risk of loss
brthr ye sub haram hay sood hay aor agar yaqin nai to kisi achay aalim say pocho,-1.0,brthr yeh sab haram hy sood hy aor agar yaqin nai to kisi achay aalim say pocho
acha aur jo log websites per click kar k earn karte hain wo bhi to haram hai na,0.0,acha aur jo log websites par click kr k earn karte hy wo bhi to haram hy ny
ager ye sood hai tu rental reffral b sood hain jnab ..,-1.0,ager yeh sood hy tu rental reffral bhi sood hy janab ..
ap ke kehne ka matlab hai k bank aur stock exchange wagera jaisa karobar haram hai,-1.0,ap ke kehne ka matlab hy k bank aur stock exchange wagera jaisa karobar haram hy
ap ne bilkul sahi kaha,1.0,ap ny bilkul sahi kaha
bus aor behes na karo jis nay join krna khushi khushi krlay vo janay us ka khuda janay mjhay 1 kam ghalat laga main nay us per tanqeed ki ab koi mairay 7 ikhtilaf krna chahta hay to vo us ki apni marxi main is thread ki bat kar raha aor ap log aor aor qissay nikal rahay ho.,0.0,bus aor behes ny karo jis ny join karna khushi khushi krlay vo janay us ka khuda janay mujhe 1 kaam ghalat laga main ny us par tanqeed ki ab koi mairay 7 ikhtilaf karna chahta hy to vo us ki apni marxi main is thread ki bat kr rha aor ap log aor aor qissay nikal rha ho.
g ha bilkul haram hoga agar us main sood hoga,-1.0,g hy bilkul haram hoga agar us main sood hoga
waise ap ki bat sahi hai ap kiun nahi mashwara kar laite kisi aalim se,0.0,waise ap ki bat sahi hy ap kiun nahi mashwara kr laite kisi aalim se
sood haram hay to haram hay mjhay itna pata air main apna dimagh fazool main kharab nahi krna chahta lagay raho jo marzi asi mazgha kharabawai,0.0,sood haram hy to haram hy mujhe itna pata air main apna dimagh fazool main kharab nahi karna chahta lagay raho jo marzi asi mazgha kharabawai
jnab yahan kis ne kaha keh sood halal hai ?? mger gusa haram hai bhai ...dimagh kharab na kro ap plz,-1.0,janab yahan kiss ny kaha keh sood halal hy ?? mger gusa haram hy bhai ...dimagh kharab ny kro ap plz
hum main se kisin ne bhi ye nahi kaha k sood halal hai but this is not the sood,-1.0,hum main se kisin ny bhi yeh nahi kaha k sood halal hy but this is not thi sood
greatest thread in itdunya wao imazing fully life time 1000% working this thanks rao saim,1.0,greatest thread in itdunya wao imazing fully life time 1000% working this thanks rao saim
pasnd karna ka shukria brother,1.0,pasand karna ka shukriya brother
a.o.a itdunya members sb allah kay fazal sy theak honga mare traf bohat mazrat ha kah main ap ka sath dhora busy ho ny ke waja sy apne thread jald nhe bna saka sorry to all umeed ha ap sb ny mujhy maf kardia hoga.,1.0,a.o.a itdunya members sab allah kay fazal say theak honga mare traf bohat mazrat hy kah main ap ka sath dhora busy ho ny ke waja say apne thread jald nhe bna saka sorry to all umeed hy ap sab ny mujhy maf kardia hoga.
hmmmm veryy gud jnab facebook pe try kroga kyn k twitter nahi chalta mbl pe symbain mbl pe,0.0,hmmmm veryy gud janab facebook pe try kroga kyn k twitter nahi chalta mbl pe symbain mbl pe
bohat umda thread banaya ap ne....,1.0,bohat umdah thread banaya ap ny....
bhai inshallah kosis kronga thanks,1.0,bhai inshallah kosis kronga thanks
yeh sb allah ka fazal ha bro,1.0,yeh sab allah ka fazal hy bro
ap sb ke boht mahrbne hoge,1.0,ap sab ke boht mahrbne hoge
bro uska koi masla nhe ap dobra mare wale link sy kisi aur browser sy bna lo pher bhe kam hojyga usko use kro zydatar,1.0,bro uska koi masla nhe ap dobra mare wale link say kisi aur browser say bna lo phr bhi kaam hojyga usko use kro zydatar
bro all step bohat easy hain ap try to krya,1.0,bro all step bohat easy hy ap try to krya
rao saim facebook ka easy hoga ye bht mushkil hai phr b mene try kiya to error agya hai nhi huwa,-1.0,rao saim facebook ka easy hoga yeh bht mushkil hy phr bhi mene try kya to error agya hy nhi huwa
mera masla solve kro,1.0,mera masla solve kro
mare aj ke post 50 mukaml honey ke wajay sy main ap logo ka jwabt nhe dy sakta hon main inshallah kal ap logo sy mulaqat kronga.,0.0,mare aj ke post 50 mukaml honey ke wajay say main ap logo ka jwabt nhe de sakta ho main inshallah kal ap logo say mulaqat kronga.
mare trf sy nahyat he mazrat sy guzarish ha ap logo sy,1.0,mare trf say nahyat hy mazrat say guzarish hy ap logo say
wow saim bhai kamal kar dea.symbian mobile walo ka lea bhe kuch kren.please,1.0,wow saim bhai kamal kr dea.symbian mobile walo ka lea bhi kuch kren.please
bro ap ko kahan par masla araha ha ap batya main inshallah usko hal krny ke kosis kronga,0.0,bro ap ko kahan par masla araha hy ap batya main inshallah usko hal krny ke kosis kronga
g bhai woh bhe bohat jald hoga ap phly us sy faida uthain inshallah woh bhe post krta hon jaldi he,1.0,g bhai woh bhi bohat jald hoga ap phly us say faida uthain inshallah woh bhi post krta ho jaldi hy
bro twitter ka account to boht he easy ha,1.0,bro twitter ka account to boht hy easy hy
bhai main ap sy bilkul bhe nrz nhe hon mara pkg nhe tha sms usliya uska liya sory .bhai main uc browser main use kr raha hon,0.0,bhai main ap say bilkul bhi nrz nhe ho mara pkg nhe tha sms usliya uska liya sory .bhai main uc browser main use kr rha ho
bhai ap ka masla solve hogaya,1.0,bhai ap ka masla solve hogaya
aasa h hota ha jb koi site chal pare,0.0,aasa hy hota hy jb koi site chal pare
tahir bhai dimagh ki dahi tu nai bnani aik thread post krny pe 0.005 de rhi hai..,1.0,tahir bhai dimagh ki dahi tu nai bnani aik thread post krny pe 0.005 dain rhi hy..
sambhal ky rakho apni new schem ko itny kanjos ban gay ho itni payari site thi ab ziro ho gai hai...,-1.0,sambhal ky rakho apni new schem ko itny kanjos ban gye ho itni payari site thi ab ziro ho gai hy...
"isay best to ptc hai ab,",1.0,"isay best to ptc hy ab,"
mujy lagta hai hackvilla admins larr pary hai wo bichara sub admin jisny hacksvilla ki itd ma tasheer ki usko bohat lose hua ho ga itny aram say earning kr raha tha but jab log web par aay to head admin ny koe our chakar chala lia hahaha very bad for admins,-1.0,mujy lagta hy hackvilla admins larr pary hy wo bechara sab admin jisny hacksvilla ki itd main tasheer ki usko bohat lose hova ho ga itny aram say earning kr rha tha but jb log web par aay to head admin ny koi aur chakar chalta lia hahaha very bad for admins
bhai  ccopy paste waali achi thi.,1.0,bhai  ccopy paste waali achi thi.
achi ha site yara,1.0,achi hy site yara
hur kixi k chracter pr keechur na uchala krain,1.0,hur kixi k chracter pr keechur ny uchala krain
"haha thankx chalo tanqeed ka kuch sila to mila our ma expect be kar raha tha k admin zaror earning barhay ga to kuch to faida hua but 1.5 karo to acha ho ga thankx,",1.0,"haha thankx chalo tanqeed ka kuch sila to mila aur main expect be kr rha tha k admin zaror earning barhay ga to kuch to faida hova but 1.5 karo to acha ho ga thankx,"
hahaha bro choona tha sub ab earning kro,-1.0,hahaha bro choona tha sab ab earning kro
dear kafi achi koshish hai mgar thread thora mazeed lamba karty tu acha hota,1.0,dear kafi achi koshish hy mgar thread thora mazeed lamba karty tu acha hota
ap ky next thread ka intazar ha ya sub chezy hamry pas already ha,0.0,ap ky next thread ka intazar hy yeh sab chezy hamry pas already hy
brthr thnx nd plz ye project jaldi cmplt karo to hum per barha ahsan kardogay waiting 4 u r next thread,1.0,brthr thnx nd plz yeh project jaldi cmplt karo to hum par barha ahsan kardogay waiting 4 you r next thread
bhai mery demgh tu lasy ban geya ager kioy video ho tu share kary jaisy hackvilla par hai ya sacreen shot dy plz,0.0,bhai mery demgh tu lasy ban gya ager kioy video ho tu share kary jaisy hackvilla par hy yeh sacreen shot de plz
hahahah dear ap ny kaha wo fun talk waisy thread pasand aya....,1.0,hahahah dear ap ny kaha wo fun talk waisay thread pasand aya....
asfand bhai sardi aarahee hai lassi choro warna thand lag jaegy ya hakeem kehty hain hahaha...,0.0,asfand bhai sardi aarahee hy lassi choro warna thand lag jaegy yeh hakeem kehty hy hahaha...
smj nh aii hm shareef han,0.0,smj nh ai hum shareef hy
nice humy ap ky second thread ky intazar raha ga,1.0,nice humy ap ky second thread ky intazar rha ga
yar is bandy na kamal kar diya ha,1.0,yar is bandy ny kamal kr diya hy
mujhy lagta ha ya trick 1000% kam kary ge,0.0,mujhy lagta hy yeh trick 1000% kaam kary gi
bahi ap na bilkul thk farmiya please mery be request ha ky agar kisy bahi ko youtube ky earning ky bary ma pata ha to wo share please kary,1.0,bahi ap ny bilkul thk farmiya please mery be request hy ky agar kisy bahi ko youtube ky earning ky bary main pata hy to wo share please kary
o gud yr both acha kia ap ne ye theard bna k hum waqi bor gy thy ptc site k theard dekh dekh k,0.0,o gud yr both acha kia ap ny yeh theard bna k hum waqi bor gye thay ptc site k theard dekh dekh k
bhai ptc sites. per kaam na kra kren ek to time waste or hath kuch ni aata,-1.0,bhai ptc sites. par kaam ny kra kren ek to time waste aur hath kuch nai aata
bro har kaam me mehnat hoti hai or ye ptc se achi to hai jo kbhi band ni hogi,1.0,bro har kaam main mehnat hoti hy aur yeh ptc se achi to hy jo kbhi band nai hogi
.is me mehnat krenge to inshallah mahiney me hi result mil jy ga,1.0,.is main mehnat krenge to inshallah mahiney main hy result mil jy ga
buhat achi cheez hai yeh,1.0,buhat achi cheez hy yeh
umeed hai bhaio ap sb khariyat say ho gay,1.0,umeed hy bhaio ap sab khariyat say ho gye
shukria bhai try karta hon.,1.0,shukriya bhai try krta ho.
mujha sumajh nahe ai,-1.0,mujha sumajh nahe ai
well bht muxhkil kam h.but phr b bna dunga waqfy waqfy xy.,-1.0,well bht muxhkil kaam hy.but phr bhi bna dunga waqfy waqfy xy.
waooooooooo...............,1.0,waooooooooo...............
kia ye website gift deti bhi hay ya nahi,0.0,kia yeh website gift deti bhi hy yeh nahi
ye froud to nahi....,1.0,yeh froud to nahi....
lag to sahi rahi hai...,1.0,lag to sahi rahi hy...
kamallllllllllllllllllllll ki cheeez,1.0,kamallllllllllllllllllllll ki cheeez
kya matlab?????,0.0,kya matlab?????
"bhut achi app share ki hai ap ne,",1.0,"bhut achi app share ki hy ap ny,"
"ab tou charging se jan chut jae gi,",-1.0,"ab to charging se jaan chut jae gi,"
thankx 4 sharing,1.0,thankx 4 sharing
bhot achi sharing ki hai,1.0,bhot achi sharing ki hy
hamray sath share karne ka sukhriya,1.0,hamray sath share karne ka sukhriya
keep it up,1.0,keep it up
boht achi sharing ki hai,1.0,boht achi sharing ki hy
wah jee wah,1.0,wah jee wah
kia baat hain,1.0,kia baat hy
thanks for great thread,1.0,thanks for great thread
koi bat nea paji,-1.0,koi bat nea paji
bhai koi aisa software btao ,0.0,bhai koi aisa software btao 
jis se edoriod set ka wifi ka password hack kia ja sky ,-1.0,jis se edoriod set ka wifi ka password hack kia ja sky 
thanks,1.0,thanks
bhai apne btya ni phr software ka ,-1.0,bhai apne btya nai phr software ka 
but bro is ki kuch pictures bhi share karo ta k andaza ho k ap ka layout kis tarhan ka hai.,0.0,but bro is ki kuch pictures bhi share karo ta k andaza ho k ap ka layout kiss tarhan ka hy.
then sab installation bhi karen gy,0.0,then sab installation bhi karen gye
nice bhai.achi sharing ki hai ap ney,1.0,nice bhai.achi sharing ki hy ap ny
janab koi software bataye jo system ke liye ho jisse datacard / dongle use kare to uses ka pata chale,0.0,janab koi software bataye jo system ke liye ho jisse datacard / dongle use kare to uses ka pata chale
okayyyyyyy sir,0.0,okayyyyyyy sir
practice makes a man perfect.,1.0,practice makes a man perfect.
zaberdast janaab,1.0,zaberdast janaab
very nice sharing thanks for sharing,1.0,very nice sharing thanks for sharing
nice sharing,1.0,nice sharing
thanks,1.0,thanks
bohut acchi site he men yahan cheif hun,1.0,bohut acchi site hy men yahan cheif hun
umeed hai ke tamam freinds theik thak hoon ge.,1.0,umeed hy ke tamam freinds theik thak hun gi.
freinds mujhe g'five bravo a2 root karna hai ager koi trick ya software ho to please btaein,0.0,freinds mujhe g'five bravo a2 root karna hy ager koi trick yeh software ho to please btaein
thanks you bhai jan but aise tamam softwares jo free na ho wo share karna allow nahi.,-1.0,thanks you bhai jaan but aese tamam softwares jo free ny ho wo share karna allow nahi.
bro new link dia hai yahan se download kerin,1.0,bro new link dia hy yahan se download kerin
l00k at maryam safdar w0h kya kehtay hain k buddi gh0ri lal lagaam..,-1.0,l00k at maryam safdar w0h kya kehtay hy k buddi gh0ri lal lagaam..
apni language aati nhin chale dusron ki seekhney... ;p,-1.0,apni language aati nhin chale dusron ki seekhney... ;p
ese logon ko naa urdu ati hai aur na english,-1.0,ese logon ko naa urdu ati hy aur ny english
as they say wordz pey q jaana emotions ko samjhana chahie... ;d :p,0.0,as they say wordz pey q jaana emotions ko samjhana chahie... ;de :p
hehehe... ryt... ;) hum toh hamesha yehi kehty hain galati sey kucch galat likha jaye n fr bhi samaney wala samajh jaye toh... ;) arey yaar tu bhi na...emotions pr jao wordz pr nhin... ;) :,0.0,hehehe... right... ;) hum to hamesha yehe kehty hy galati say kucch ghalat likha jaye ny fr bhi samaney wala samajh jaye to... ;) arey yaar tu bhi ny...emotions pr jao wordz pr nhin... ;) :
good one... ab me b kahakrun g....:),1.0,good one... ab main bhi kahakrun g....:)
jo urdu boley ga wo paindu h... i mean seriously....mere nazdeek jis ko uedu nai aati wo paindu h.,-1.0,jo urdu boley ga wo paindu hy... i mean seriously....mere nazdeek jis ko uedu nai aati wo paindu hy.
jisey apni mother tongue nhin aati woh shame hai apney liye... ;),-1.0,jisey apni mother tongue nhin aati woh shame hy apney liye... ;)
those chichorey log.... hate them.... meri class fellow h ek she use to do this.... nd muj boht ghussa aata h us pr,-1.0,those chichorey log.... hate them.... meri class fellow hy ek she use to do this.... nd muj boht ghussa aata hy us pr
yeah... me too...meri bhi unfortunately ek classmate hai aisi... ;) woh koi bhi notice perhti hai hindi mein toh aisey pronunciation krti hai jaisey k vilayat sey aai ho aur galt bolkr kehti hai mjhey maloom nhin aisa hi kucch tha tab hum theek tareeka batatey... :/,-1.0,yeah... main too...meri bhi unfortunately ek classmate hy aisi... ;) woh koi bhi notice perhti hy hindi main to aisey pronunciation krti hy jaisey k vilayat say aai ho aur ghalat bolkr kehti hy mjhey maloom nhin aisa hy kucch tha tab hum theek tareeka batatey... :/
hate those..... nafrat he aise logon se..,-1.0,hate those..... nafrat hy aese logon se..
aisey log kabhi apna future better nhin kr paengey coz they know anything compeletly... ;),-1.0,aisey log kabhi apna future better nhin kr paengey coz they know anything compeletly... ;)
sorry don't likhna bhool gayi thi,-1.0,sorry don't likhna bhool gayi thi
muj smjh aa gai thi...,1.0,muj smjh aa gai thi...
shukriya...,1.0,shukriya...
aur...hum jesey log toh... ;) ahem ahem...shukriya shukriya... ;d arey taaliyan mat bajaayiye... ;d arey arey...tareef k lye shukriya... ;d tareef ki zarurt nhin... ;d,0.0,aur...hum jesey log to... ;) aham aham...shukriya shukriya... ;de arey taaliyan mat bajaayiye... ;de arey arey...tareef k lye shukriya... ;de tareef ki zarurt nhin... ;de
"mjhey bhi... ;) us sey toh mein bol bhi chuki hoon boht baar ki yeh galat baat hai...but these so called "" sophisticate "" ppl... ;)",-1.0,"mjhey bhi... ;) us say to main bol bhi chuki hun boht baar ki yeh ghalat baat hy...but these so called "" sophisticate "" ppl... ;)"
han apne aap ko boht descent and educated show krne ka tareeqa h.... :),1.0,hy apne aap ko boht descent and educated show krne ka tariqe hy.... :)
perhayi puri huwi nhin aur... ;d,-1.0,perhayi puri huwi nhin aur... ;de
waise bhi buhat se actors/directors/writers hei jo mujhe yakeen hai thank you krte huve ziada bolte agr itna angrazi mahol na hota. chalei mix kr lei lekin aisa tu na karei na ke jese urdu bolni hi nahi.,0.0,waise bhi buhat se actors/directors/writers hy jo mujhe yaqeen hy thank you krte huve ziada bolte agr itna angrazi mahool ny hota. chalei mix kr lei lekin aisa tu ny karei ny ke jese urdu bolni hy nahi.
han bus jese farz h k eng e bolni h.... :),0.0,hy bus jese farz hy k eng e bolni hy.... :)
"bilkul, ghult baat hai. un log ke saath ziadati hai jin ki english itni achi nahi. ab un k pass bus thank you ka word hi reh jata hai bus.",-1.0,"bilkul, ghult baat hy. un log ke saath ziadati hy jin ki english itni achi nahi. ab un k pass bus thank you ka word hy rhy jata hy bus."
tou wo urdu bol len na unhe kon mana kr raha h.... but ap ne sai kaha mahol e eng ka tha tou wo kya krte.... :(,0.0,to wo urdu bol len ny unhe kon mana kr rha hy.... but ap ny sai kaha mahool e eng ka tha to wo kya krte.... :(
next epside mein rugi haveli mein baithi thi kiun k jis kamray mein wo thi same waisa hi farah ka room the..,0.0,next epside main rugi haveli main baithi thi kiun k jis kamra main wo thi same waisa hy farah ka room thi..
apna apna opinion hota h..... but mere opinion tou yeh h k national language hmari priority honi chahiye... wo mulk ko represent krte hen r unhe rdu ni bolna aati...,0.0,apna apna opinion hota hy..... but mere opinion to yeh hy k national language hmari priority honi chahiye... wo mulk ko represent krte hy r unhe rdu nai bolna aati...
"agr english ki bjae urdu bol ly gain to koi izzat nhi ghatt jaye gi, atleast apny shows mein to urdu bolo!! vesy mein koi itny shoq se dance dekhti nhi but good to know k pakistani songs pr dance performances hoien",1.0,"agr english ki bjae urdu bol lye gain to koi izzat nhi ghatt jaye gi, atleast apny shows main to urdu bolo!! vesy main koi itny shauq se dance dekhti nhi but good to know k pakistani songs pr dance performances hoien"
mahira pr ye hair style itna acha nhi lg rha....khuly straight baalon mein ziada achi lgti hai like in humsafar!!,0.0,mahira pr yeh hair style itna acha nhi lag rha....khuly straight baalon main ziada achi lgti hy like in humsafar!!
mei bhi usually dance performances forward kr deti hu because mujh se vo ajeeb o ghareeb kism k lyrics wale indian songs bardasht nahi hotey aur saath ajeeb kism ke dance steps lekin is baar aisa nahi tha waise most cases mei.,-1.0,mei bhi usually dance performances forward kr deti hu because mujh se vo ajeeb o ghareeb kism k lyrics wale indian songs bardasht nahi hotay aur saath ajeeb kism ke dance steps lekin is baar aisa nahi tha waise most cases mei.
"hairstyle bilkul neat nahi tha,",-1.0,"hairstyle bilkul neat nahi tha,"
chalei ab dekh ke bhi batana kesa laga show:),0.0,chalei ab dekh ke bhi batana kesa laga show:)
khooob...,1.0,khoob...
har koi bura bula keh raha ha taman celebs ko ky eng language myn baat ki wagaira wagaira aor mazy ki baat ky keh bh osy zuban myn rahy hyn.. acha mazak hai.:),0.0,har koi bura bula keh rha hy taman celebs ko ky eng language myn baat ki wagaira wagaira aor mazay ki baat ky keh bh osy zuban myn rha hy.. acha mazak hy.:)
mahira hiltee buhut hain.. kafi odd lag raha tha,-1.0,mahira hiltee buhut hy.. kafi odd lag rha tha
last time sanam jung aur hamza ali ali abbasi ne hosting ki thi or fawad or mahira se kafi achi ki thi.,1.0,last time sanam jhang aur hamza ali ali abbasi ny hosting ki thi aur fawad aur mahira se kafi achi ki thi.
dono sath bs theek hi lgy gain.,1.0,dono sath bs theek hy lgy gain.
"mujhy hairat hai faisal qureshi q films mein nhi a rha?? usko bhi abb films mein ana chahiye, dramas mein to kafi a chuka, abb films bhi krni chahiye!!",-1.0,"mujhy hairat hy faisal qureshi q films main nhi a rha?? usko bhi abb films main ana chahiye, dramas main to kafi a chuka, abb films bhi krni chahiye!!"
candle appi ap namal perhti ho is lye yeh sawal poch rhi hn faris ne court mn kaha k wo os raat waha tha jaha mard hi mard thy koi larki nahi thi.,-1.0,candle appi ap namal perhti ho is lye yeh sawal poch rhi hy faris ny court mn kaha k wo us raat waha tha jaha mard hy mard thay koi larki nahi thi.
mojhy samjh nahi ai apko kya samjh ai k fatis os raat kaha tha? please tell me,-1.0,mojhy samjh nahi ai apko kya samjh ai k fatis us raat kaha tha? please tell main
wo gay club mein tha uss waqt 20mins k liye...muhtaram wahan beth kr mazy se coffee pi rhy thy?? lol ye sb namlians k liye boht unexpected tha...hai na?? :d,0.0,wo gye club main tha uss waqt 20mins k liye...muhtaram wahan beth kr mazay se coffee pe rha thay?? lol yeh sab namlians k liye boht unexpected tha...hy ny?? :de
bas faris kay wahi jany ki kasar reh gae thi. mjhy osny bataya tak nahi.,-1.0,bas faris kay wohi jany ki kasar rhy gae thi. mjhy osny bataya tak nahi.
app ny faris se pocha bhi to nhi...agr app pochtien to mamu apko bta dety??,-1.0,app ny faris se pocha bhi to nhi...agr app pochtien to mamu apko bta dety??
apas ki baat hai vesy khalis biwiyon wala qs pocha tha app ne aur apko ehsaas tk nhi hoa??,0.0,apas ki baat hy vesy khalis biwiyon wala qs pocha tha app ny aur apko ehsaas tk nhi hoa??
hahaha :-d me bahut jald ap kay mamu se divorce lay rahi hn phir sawal jawab pochnay ka qissa hi khatam ho jye ga :-d,-1.0,hahaha :-de main bahut jald ap kay mamu se divorce lay rahi hy phr sawal jawab pochnay ka qissa hy khatam ho jye ga :-de
omg!! plz zumar aisa zulm mat krna...mamu k sath sath hum namlians ka dil bhi toot jaye ga...,0.0,omg!! plz zumar aisa zulm mat karna...mamu k sath sath hum namlians ka dil bhi toot jaye ga...
app aisa nhi kr sktien app k pass haq-e-talaq nhi hai :p,-1.0,app aisa nhi kr sktien app k pass haq-e-talaq nhi hy :p
allah allah.??..aise mat kijiye ga hamare mamu tanha reh jayen gay.??????,-1.0,allah allah.??..aese mat kijiye ga hamare mamu tanha rhy jayen gye.??????
lol. ap to dar gayen :-d,-1.0,lol. ap to dar gayen :-de
darne wali baat bhi hai...??.,0.0,darne wali baat bhi hy...??.
akhir hamare mamu par itne logon ki nazar hai lekin mamu ki nazar to ap par hi hai sirf.??,1.0,akheer hamare mamu par itne logon ki nazar hy lekin mamu ki nazar to ap par hy hy sirf.??
mjhy to lagta hy ajkal wo surkh scarf wali pr uski nazar hy.,0.0,mjhy to lagta hy ajkal wo surkh scarf wali pr uski nazar hy.
hmm mujhe bhi usi girl friend par shakk hai.????,-1.0,hmm mujhe bhi usi girl friend par shakk hy.????
jab dekho oskay sath mulakaten ho rahi hoti then. :-d,0.0,jb dekho oskay sath mulakaten ho rahi hoti then. :-de
omg okay. lol yay to hei kiyun kay faris mamu bht se kaam unexpected hi kate hein.,-1.0,omg okay. lol yay to hy kiyun kay faris mamu bht se kaam unexpected hy kate hein.
jaise humein pata nahi tha kay mamu ko hashim kay bary me sab pata hei kay qatal osi ne kiye hein. me to shock me thi kay mamu itne saal chup kaisy bethy rahe.,-1.0,jaise humein pata nahi tha kay mamu ko hashim kay bary main sab pata hy kay qatal osi ny kiye hein. main to shock main thi kay mamu itne saal chup kaisy bethy rhy.
oh haan...yeh mystery abhi solve honi hai k mamu ko sb kuch kesy pta hashim k bary mein...,0.0,oh han...yeh mystery abi solve honi hy k mamu ko sab kuch kesy pta hashim k bary main...
koi shak nhi!!,1.0,koi shak nhi!!
aap bhi khelti thi wid same name chupan chupai.... ;d,0.0,aap bhi khelti thi wid same name chupan chupai.... ;de
me bhi khelti hun.,0.0,main bhi khelti hun.
aap toh bzy insan hain... ;d tym kahan milta hoga khelney ka... ;d,0.0,aap to bzy insan hy... ;de tym kahan milta hoga khelney ka... ;de
hashim kardar k pss itna faltu tym nai hai k lv stories pr bany hoe fazul dramas dekhy.kch suspense waly n dffrnt story wly dramas hon tu mn dekhon b.mn soch rha hn mn hi aik drama bana deta hon.akhir karror-pati hn.paisa is km nai aye ga tu or kis kam aye ga.inshaallah sab viewers jald he hashim kardar ka bnaya hoa drama tv par onaired hoga.??,0.0,hashim kardar k pss itna faltu tym nai hy k lv stories pr bany hui fazal dramas dekhy.kuch suspense waly ny dffrnt story wly dramas ho tu mn dekhon bhi.mn soch rha hy mn hy aik drama bana deta ho.akheer karror-pati hy.paisa is km nai ai ga tu aur kiss kaam ai ga.inshaallah sab viewers jald hy hashim kardar ka bnaya hoa drama tv par onaired hoga.??
black money se bna hoa drama hum nhi dekh sakty??,-1.0,black money se bna hoa drama hum nhi dekh sakty??
hahaha...lol....??.....bara fit answer dia ha,1.0,hahaha...lol....??.....bara fit answer dia hy
jb mera bnaya hua drama onaire hoga.to apki aankhein mera bnaya hua drama dkhne pr majbur ho jein ghi.??,-1.0,jb mera bnaya hova drama onaire hoga.to apki aankhein mera bnaya hova drama dkhne pr majboor ho jein ghi.??
hahahah sare dramas i think black money pe e ban rahe hain but hum ye drama is lie nahi dekhe ge k ham khoon kharabii wale drame nahi dekhna chajte jo full of tention hn...so in ka drama super flop ho ga islie inhe baaz e ana chahie.,-1.0,hahahah saraha dramas i think black money pe e ban rhy hy but hum yeh drama is lie nahi dekhe gi k hum khoon kharabi wale drame nahi dekhna chajte jo full of tention hy...so in ka drama super flop ho ga islie inhe baaz e ana chahie.
"hehe, hashim aur dramas bnaye...kitna ajeeb lgta hai na sunty hoy :d hum hahsim ko brdasht nhi kr skty aisa drama kaha dekhy gain jisko hashim ne produce kiya ho phir chahy drama ki story kesi bhi ho :p",-1.0,"hehe, hashim aur dramas bnaye...kitna ajeeb lgta hy ny sunty hui :de hum hahsim ko brdasht nhi kr skty aisa drama kaha dekhy gain jisko hashim ny produce kya ho phr chahy drama ki story kesi bhi ho :p"
kisi gangster ki story par banaye ga yaqeenan....,1.0,kisi gangster ki story par banaye ga yaqeenan....
"bilkul, apny jesa hi koi hoga aur phir hero bhi ussi ko bna dega??",1.0,"bilkul, apny jesa hy koi hoga aur phr hero bhi ussi ko bna dega??"
"han, apko bhi boht mubarak??",1.0,"hy, apko bhi boht mubarak??"
ayeza khan ko ye style b acha lag rha hai...beautiful couple..:),1.0,ayeza khan ko yeh style bhi acha lag rha hy...beautiful couple..:)
