Reviews,Sentiment
market se sasta aur jaldi deliever hogaya thanks,-1
acha hi,1
iss se achha mobile mein ne abhi tak usay nahi kya best performance best processor beat camera ballaa blaaaa balllaaaaaa thanks xiaomi best online shopping with daraz thanks soo much daraz,0
price aur quality dono munasib h recommended,0
zong ki sim theek nehi chalti hai signal drop hotay hai,1
level hi,0
achi shirts haan nice,1
behtari n sir boht pasand aayi,1
awla,0
colors stuff ur size bhot acha ha price k according bhot achay ha thanks daraz,-1
heartbeat monitor nh iss mai nd batry timing bhi achi nh dont buy it,1
nice hai,0
normal quality hai jo nzr aa rha hai pic m us s low quality hai sole low quality ka hai,-1
alla aybeez,0
order kase karo,0
alla jackit,0
bohat hi cheap material ka bnna hua kurta hai  hate thay stuff,-1
aa  jackat hai,1
aybeez bhot axhaa brand h online m,0
allaw rings,0
dekhny mein aashi lag rahi thi magar packing aashi nahi thi ek shoping bag mein dali hovi thia,-1
alw facewash,0
pounds ka same product local market mien r s  mien mojood hay koi pagal hay hoga jo  tcs charges   pe kara ga,-1
eay dont know why shave karti huwe stop ho gai phir chali nahi,-1
zabardast,1
may ne yeh maxhine buy ki ur usay ki haythora delivery delay hua prmaxhine acha xhal rahi hay or product ki quality achi haybag k sath haybuy itwithout any hesitation for medication,1
product bht acha laga,1
bohat acha product hai,1
paisa waste kia koi result ny h ur mry skin ko bi allergy ho gai h,-1
overal experience iss good and this cleanser iss very effective aur acha product hai mein usay kar rhi hon pehli se hi jahan tak make up removing hai woh yeh water in oil bohat achi karta hai bohat achi quality hai,1
product acha hai ur may satisfied hon,1
product acha hai ur may satisfied hon,1
product acha hai ur may satisfied hon,1
itna acha tha worked beautifully,1
product acha hai ur may satisfied hon,1
achi h bot jaisy itnay bari size k dikhye h waisy nhi h,-1
zabardast,1
achi hi,1
bekar,-1
hard hay nahe iss maa ksy install ho gi,-1
fit hai,1
iss it color printer  ur cartige fill hai ya leny paregi,1
nice product quality nice view mere paas  months se hai ur sahi chl raha hai,1
bht acha dakeni ka maza araha hi enjoying with magic remote,1
bht acha hi mariii cuzzzzzz ny darazzzz sy mangwaiiiiiiiiiii hi kalllllllllllllll result bht acha hi,1
soo soo hi pic sy alag hay,0
markets m b  k koi discount nh ke gai,-1
dispenser iss good bot uska chipkana wala system bht kharab ha mai ne la liya par ab usay nai ho tha because of that useless sticky thing,1
product acha ha magar delivery  days mein ki ha,0
kuch khaas ny,0
behtareen product,1
sir size kiya hay iska king ya queen,0
qualty b achi hai,1
zabardast,1
quality bht achi hai trendz,1
mi ny yah goggles order ki ti ur aaj yh mjy mill gye hi achi hi yah goggles im happy with daraz pk service,1
aala,1
nice machine bot needa tu improve it assemble k baad runng starr karne k baad machine hilty ha it means model frame ko ur mazboot karne ki zaroorat ha,0
very baad taste artificial whey protein ka taste kamal ka hai,1
heartbeat monitor nh iss mai nd batry timing bhi achi nh dont buy it,1
ok hay,0
achi watch ha battery timing   days ha aur call sms notifications pe viberate hoti ha prive k hisaab se best ha,1
very fast delivery raat ko order kara subha deliver,0
pics jaisay toh nhi aye lkn bht achay spiner baighay h some spiners are very expensive in market lkn yahan par per spiner  mai para h its aa very good experience,-1
achay ha product ur delivery time b koi lna chhta ha tu liay skta ha,0
thank u daraz,1
its bakwas mean bohat hi patla hay,-1
kamal ki hei,1
kb mile ge,0
black maa mil jae gi,-1
kis din mila gi,0
excellent bot iss mei ik rod ny thi overall good,1
achi rice hen may dobara lo ga,0
best piyazz tali hui,0
theik hai,0
acha washing powder hai bht jaldi deliver b hogya recommended,0
surf excel hai na,0
zberdast,0
zbrdst,1
bohat kamal ofer,1
mere kahayal may tu ye baray hi koiu aala nasal k chawal hai  aik aik daana inka bilkul saaf tha aur keera kisi may nahi mijhay milakisi packet may bhi nahee ye sella chawal zarday wagera k liay hi istamal hotay hai wasay aur mera paas bhi iss k hawale se koi masla nahi q k zaiqay may baray hi achay thay ye  inki khushbu bhi mijhay kaafi achi lageee aur danay bhi koi chotay nahi thay bilkul khush hon mai iss se,-1
plz shiping charges na leya kerooo,0
packing bht achi hoti hai in food item k under,1
thora sa rate kaam karo yar,-1
bahuttt acha experience raha st time e shopping ki lakin sath aik aur b baat kehna chhaon ga k aap unique items sale kerooo na k wo jo market mein b available same design mein,1
assalamo alaikum everyone ye trouser mai ne khared lia hai ye acha hai price k hesab se aur ye trouser medium aur large mai available hai elo ne banwaye hai toa ye large extra large ka kaam b karta hai jaisy k m   l   soo ye xl   waist size ka kaam b kar sakta hai q k mera waist  hai isi liye surely keh sakta hon agar lena hai laazmi isy read more,-1
price k mutabik achi quality hai,1
mara bohat acha experience hai export leftovers k sathsab se bari baat ye hai k app jo kahtay ho same wohi product provide kerte ho jo k sab sy achi baat hai,1
boht pyari t shirt hi ye fabric quality boht achi hi summer k liye fit t hi ye size b fitttttt hi,1
ramzan may ghar bethy sari kaam ho gai tnx elo team,0
it was aa great experience fabric stiching and overall quality iss tu good and with help of size measuring tool its completely awesome,1
bohat achi shirt hai,1
thay material and thay fitting iss absolutely amazing,0
iss price may mujay umeed nahi thi k itni zabardast quality k boxers milen ge mera etmaad  elo  pe  ban geya ha thanks elo,-1
good bahi baut zabardast nice stuff,1
rs mai bht achi cheez hai ya thankyou elo,1
apki tmam products achii ha inme new styles aur design marred anay chahye wo maa suggest kroga,1
quality jesa socha tha us se b bht batter hai,-1
jo b bhai iss jogger pant may interested hi wo bila jijhak isy purchase kar le mein ne isy khareda hi mein iss satisfied hon,-1
boht pyari product hi mein ne isy khareda mein mutmin hon elo se,1
aoa team elo maira st experience hi online order ka ur jo suna hua hi ki online order mein dikhaaty kuch hain ur milta kuch hi waisa bilkul bhi nai hua mein buhtt happy hon mainy nd order bhi place kia hi ummeed karta hon wo bhi expectation pi pura utry ga thnx,0
bht acha hai,1
bhot kaam price mai good quality track suit kahin r sy nai mil skta yai bs elo pi hi mili ga keep it elo,-1
real paisa wasool,1
boht hay pyari aur meri tawaqu se barh k shandaar pant nikli,1
acha hai ye zipper hoodie thora different style hai jo ke kaafi cool hai,1
quailty theek hay hai bot jesi title video mein btai jati vesi ny hai,1
bs mjhe size ka thora issue replace policy itni mushkil ha,-1
mashaallah bohat acha hoodie ha mera dost bi interested ha,1
achi hay,1
internatinal relations ki definition abhi tak final nai hui hai dunya mein fun fact,0
thay quality was best eay love it,1
bahtreen product bahtreen service shuka koi aysi jaga hai jaha scame ka dar ny hota,-1
pesa wasool,1
elo aap ki products boht aala hen mein ne aap se shopping ki aap ne mje mayoos nhn kya,0
jo dikhaya wohi bheja iss liye mujhy aap psnd aye ainda se bs online shopping k liye elo only,0
jo price hai us mai bht achi hai thanks,1
full paisa wasool,1
lush hau dada  may kia jaan chahye abhi dhoi nhi hai shirts tb pata chale ga quality ka asal,-1
behtreen,0
munasib price may boht acha stuff,1
elo great jub kabhi apne nazarye ko change mt karna ur hamesha isi tarah fair rehna bht acha kaam kar rhe ho,1
bht hay kamal ka upper hi,1
mujhy apni mobil ke leye speeker chahey thi aur mein ne jo pehli leye thay us mein problem tha wo un off nai ho rahay thay thek sy bt ab us ke badly ab jo mujhy bheji gai hain wo meri kaam ke nai hain aur doosri bay bhot si chazain thek nai thay bus ak cheez kamal hay aur wo hay under wear,1
order sleeve less zipper ka kia that aap ne hooded bhej di hay price ka bhi  ka difference hay,0
bhai logon agar aap log ye ti lainay ki soch rahein hain tu sochiaay mat ur dast buy now kar lein cz its aan orignal product of bellfield com ur iss ki market price kaam se kaam  rs hai,-1
sab kuchh baht achha hai perfect jesa socha tha wesa hi very nice bot delivery iss slow,1
kia baat hai stuff ki aur service ki,-1
mujhy apki product bohat pasand ai inshallah ainda bhe apsay cheezain lein ge,-1
aas it iss hay rakha howa hai meiny abhi tak ostemal nahi kiya,-1
mai apna jacket change karnachahta ho aaj le hai tu kaisy change karo,0
sab kuchh baht achha hai perfect jesa socha tha wesa hi very nice bot delivery iss slow,1
zabardast behtareen meyari our qabil e bharosa sarvice,1
lagta hi mn ciement factory workor hon,-1
bhai mera order kn deliver krenge aplog,-1
mujhy apni mobil ke leye speeker chahey thi aur mein ne jo pehli leye thay us mein problem tha wo un off nai ho rahay thay thek sy bt ab us ke badly ab jo mujhy bheji gai hain wo meri kaam ke nai hain aur doosri bay bhot si chazain thek nai thay bus ak cheez kamal hay aur wo hay under wear,1
mazedar,0
jo bazoo pic myn thi wo aap may nhi bheje mujhe both afsos hua k aap ne iss tarha kia,-1
may ny ek bag oder kia ta par abi tk mujhy koi confomation call ny ie plz call may,0
bht acha,1
last order  days mi raceved kiya hi mein ny wo b mein ny help line par cal kar tu delever kiya gya bcz mujhy cal par bola gya k hum logvbhol gai thi jb k online compnys mi yeh bholny wali systems nahi hoti baki app ke sb prodect ke quality boht achi hi,-1
ye thek hai lakin pic mein jo quality nazer aa rahay hai wo nhe hai,-1
may ne trouser ur socks purchase kiye thay donor cheezon ki quality se may mutmaen ho,-1
very nice stuff naram bhi hai ur garam bhi eay like it,1
perfect quality bot akhirri button kharab hai ur bohat mushkil se band hota hai,-1
bht alla stuf hai mgr iss ki cufling k bajye style agar kurta sleves hoti tu ziada behtar tha,1
quality good thay lekin mane kaafi review perhy ke size ke galtian hotay ha site may idher b aisa hay tha mane xl order kia tha ur large bhyja mujhy kisi ur ko dena pera,-1
bahut hay achi quality aur design hi,1
paisa wasool,1
sahi hai bas koe aisi extra ordinary cheez tau nahi hai jitna claim karte hain khair  ke hisaab se theek hai,0
aap k kappray bohat acha hain,1
sizing ur stictching bohag zabardast hai bus dar yahi hai k color fade ho jata hai tum logon se pehlay b last year eid k leye kurta liya tha uska b color fade ho gaya tha,1
guzara ha,0
pieces mangwao tu  damage hotay hain,-1
jes tarha photo mai sahi tight skinny hai dekhaya hai iss tarha real mai skinny nai hai,-1
bahuttt hi umda,1
iss product ki quality mujhe pasand ai ha,1
quality achi ha lkn damage piece wapis karna muskil lagta ha aik dafa hi best ordr dlvr hona chai thanks,1
du din usay kya ha ur pockets k paas bur aa gye ha bot its ok prise bhe tu kaam ha,-1
bs guzara ha koi khaas quality nahi ha,-1
shirt tu achi ha yeh lekin iski bright print wali side aap logon ne andar ki terhaf silai kar di ha ur dull print wali side bahar ki terhaf iss waja se shirt ki look us terhan nazar nahi arahi jis terhan honi chaiyeh asan alfaz may agar kaho tu aap logon ne wrong side per silai kar di ha,-1
fazool kapra fazool service fazool size fazool retun ur exchange policy  din ho gye ha abi tak koi aata pata nai phone kar k pucho ak banda kuch kahta  bykar,-1
mera order hi nhi deliver hua mjy  din baad b isliye mein apko koi suggestion nhi di skta,0
maine jo product order kia wob bilkul bhi waisa nhi tha ur bht koi ghatiya quality ki jeans thi yeh export nhi import leftover landa ki jeans lag rhi hai,-1
sub par,0
rd class quality mai nai try karne k lye purchase kya export leftover sai bot shukar hai phli purchase paiy quality ka ok ho gya,-1
bakwas,-1
landa mall zip kharab,-1
all items ki quality achi thi bot this time eay aam soo frustrated this was mi rd purchasing from your site half items k sizes app ne ghalat bheje like ager order per small size likha hay tu wo large bhej diya hay aur jahan large hay wahan small bhej diya hay aur jo item mein ne return karni thi us ka courier charges bhi mein ne pe kiya hay dd read more,-1
mujhe aap ki service bohat kharab lag rahi hai,-1
sir aap na mera sath cheeting ki ha go sweeter  ki maa na aap sa purchase ki thay us ko change kar ka rd class tshirts bagi haan gb k aap na  wala tag sweeter ka  sale thay show  wali pool ur send cheapest again mera order wala color b nahi baga maa aap ka regular coustmor hon,-1
eay hate export leftover website mujhy landy ka no mall dia  din nahi nikali phat bay geya itna halka kapra kya soch kar naam rakha site ka export leftover  ki cheez mujhy sy  liay lea tumhari website sy aaj k baad koi cheez nahi lun ga no mall sale karte ho tum log ur logon ko pagal banana band karo,-1
aap log dekhaty khuch r ho r deti khuch r pic mein zib black clour ki thi bhot ab white mein hai pic mein tu itni shine thi bot koi shine ny hai thearfore soo baad,-1
app ka coat tu acha hai magar woh phataa hua mila hai us ko slai bhi nahi lagai ja sakti aur ti shirts ka size bhi thek nahi hai hum un ka kia karein app n wapsi ka kehna hai magar customer pagal nahi k  laga kar  ki cheeze ka size badlwalany bheje app logon ko pehlay hi dekhbhal kar bhejna chahiye  bar cheez sahi phi teesri bar customer k read more,-1
bakwas,-1
change karne ka bola tha nmbr,0
iss sy zayda low quality products may ny aaj tak ny dakhi hain sab lot rhi hain jisy paiy waste karni ka shoq hi in sy cheezain liay liay baad may wo dusting k qabil b ny hoti,-1
it doesnt fit according tu thay size chart aas per your chart eay should bay aan xl bot thay xl doesnt fit may,-1
eay did nut receive those shirts still waiting please,0
sub jhoot,-1
jb b maa ne order kya mera wrong parsel aya jbke apke paas big size available hota ha phir b aap small size bhej dete hain,0
jeans fitting was way more tight then normal it felt aas if eay was wearing aa jeans for women should bay listed in womens section,-1
meterial bhot hi light h iska many  m aik bedsheet set liya tha wo iss sy bhot bhter h sorry mjhy pasand nhi eay ye bulky m isy wapis bhjwany ka soch rahi hon thanks,0
app ka coat tu acha hai magar woh phataa hua mila hai us ko slai bhi nahi lagai ja sakti aur ti shirts ka size bhi thek nahi hai hum un ka kia karein app n wapsi ka kehna hai magar customer pagal nahi k  laga kar  ki cheeze ka size badlwalany bheje app logon ko pehlay hi dekhbhal kar bhejna chahiye  bar cheez sahi phi teesri bar customer k read more,-1
jb b maa ne order kya mera wrong parsel aya jbke apke paas big size available hota ha phir b aap small size bhej dete hain,0
bhai maine du dafa order kia hai done dafa  din baad delivery mili hai poor services aat all,-1
ye jin logon ny best quality k coment kiy hain ya tu wo in k sath mili hui hain ya phr unhon ny kabi acha stuff dakha ny kuch shrm karein,1
yhe material iss china silk nut poooray silk,0
bilkul bekar service hai apki banda aik baar cheez buy kare aur phir aap usay aisi cheez du ke wodobara kabhi purchase hi na kare,-1
bakwas,-1
many jo order kita vo mujy nai bheja gaya ur many vo order vapis tcs krvaya bot aaj  sy  din hogaye mujy koi bhi reply nai kar rahi ur na kuch bata rahi hain par na hay fone rcv kar rahi hain,-1
price zayada hi elo,0
aik tou itnay achay jootey oopar se sale mei dd,0
pehli bar online shoping ka maza aya good quality,1
it iss aas advertised perfect for primary school kids,0
oder hay ny ho raha yar yahn,0
please guide may mujhe  size ka shoes chaiye,0
site iss awesome cheap price and quick delivryand oj cheez dekh k khushi huwe k pakkage k sath hi return formk agar pasand nahi aye ya changing karwani hai tu karwa sakti ho nu hasitate bot one thing jis ki wja se start day raha ho pics proper nahi hia stuff wise,1
isse nahin thay jese pics mein dikh rhe hain bot  pkr mein theek hain,0
kya yeh original hai  ya st copy hai,1
zabardast quality hai m bohot khush hon elo par shopping kar k   years girls k liye bhe kuch le kar ayen,1
elo zindabad,0
eay received mi kurta todaymujhe bht pasand aya haistuff b bht acha hai recommended it,1
its very beautifulmujhe bht pasand eay hai aur meri frnds ko b eay recommended it,1
aaj hay mujhe ye receive hue hai bht oyari lge hai mujhe aur sab ko b thanks elo,1
bohat acha maskara h mene  liye ur bht achi look deti ho eyes ko shukriya elo,1
may bohat time sy pain bed shhet ki talaash may thi mje elo pi nzr eay order kiya ur bohat achi mili thanks elo,-1
aaj mujhe mera suit mila ur ye bohat payra h mene ye apni friend ki shadi k liye mngwaya h thanks elo,-1
zabardst,0
zabardst,0
acha lag raha ha,1
zabardst,0
aap ki items boht achi mene ye shirt buy ki ur may dar rha tha k pta ny kese hogi par may dekh k buh happy ho k itni achi shirt bejhi aap logo ny thanks,-1
lajawab product,1
masha allah bhot achi hay,1
best price best stuff aat best pleatfom mein na total  polo shirt order ki theen lekin sab mein sa iss ka stuff acha laga,-1
awla,0
zberdast,0
elo zindabad elo zindabad,0
bohat aala,1
aala,1
zabr dast,0
best alhamdulillah,0
zabardast,1
zabardast,1
quality iss very good staff was very responsive mai ne  time order kar k cheezain mangvai now experience bohat achay thay ia next time bi mai kuch na kuch leti raho gi,1
ooosam,0
bohat khoob,1
zabardast,1
aala,1
zberdast,0
maza agaya,1
zbrdast,0
m sh all h bohat achi quality hay,1
eay must se k st time online shopping kar k pachtai nhe hon goodstuff,0
bht aala bhai brilliant stuff,1
alla,0
muwh,0
bohat aala,1
aala,1
quality achi ha per stuff mota ha thora,-1
zabardast,1
zabardast,1
tite hai bus,0
chale gi,0
nut slim fit shirt n jeans colour dim ur utara hua lag raha bot its ok retrn policy mai paisay again apne hay lgte,0
farig hai,0
good bot pocket ko zip honi chaiya,1
der rd time sizes according order nahi milla mera  ka loss howa ha last year asi koi problem nahi thay rd time hi stock return kia ha,-1
level kapray bhai jee eay love your website,1
third class bangles delivery se pehlay hay saray stone utar gaye thay,-1
iss hoodie ka color utarta hi,0
wao nice style,1
mujhe meri products aaj mili ur sb bohat acahy h khaas kar k ye ring bohat pasnd eay ha sb ko thank u elo,1
thay quality iss good and eay like it and thay material bhi acha h,1
bohat achi hain  loved it,1
good sound and base radio b kamal hai yra thanks,1
instantly fell in love bohot hay acha tablet hay light weight fast and good battery,1
strong rubber ki cable h darwaaza may aa gai thi car k laqin break nhi hui aur h bhi ye itni sasti,-1
bhai logo k k under agar lena hai tu ab tk ka yehi best phone hai iss price mein  processor  snappy speed,-1
online shopping ke hisaab se phon bohat acha hai mein ny flash sale se  ka liya tha,1
boht buri hai baykaar hai na haath mein poori aati hai ur fazool c hai,-1
ak number ka chor seller hi lundo bazar k shoes sell kar raha plzzzz nut buy meerbound any item kutty iss bacha,-1
ye achi hain kaafi bonanain bazar mein itni achi nai milti ye daraz per achi mil gai kaafi,1
iss price may yeh cheez best hay,0
humein yeh dono peshawari chappal pasand aayi dono colours bohat achay hain aur chamra bhi acha istemaal kia hai jis se paun mein takleef bhi nai hoti size bhi sahi hai thora bara hai lekin guzara hojata hai,1
real may kuch ur shipping may kuch hota hai,0
very good bot yeh sardi roknay wali nahi hai aur pic black ki hai bot blue aati hai material aam pent wala hai garm nahi,-1
achi quality ka  lower quality ka hai,0
mein ne ye  khareedi thi bazar se  ki aik aur takreeban  saal chali phir gum gai lekin daraz pe bohot ziada qeemat hai thats ie ratin it low,-1
rupay mein achi cheez hai time bhi sahi dekhata hai aur pehnay mein bhi comfortable hai mujhe tou pasand aya,1
achi thee lekin iske saray ornaments one bi one tootna shurh hogaye aur ab bas aik choti si watch hai jis pe thora bohat laga ua hai mein isse satisfied nahi hon aap please quiality behtar karien,1
dekhnay mein kaafi khobsorat hai mein isko ghari se ziayada bracelet ki tarha istemaal karti houn overall mujhe koi shikayat nahi aur mein iski quality se khush houn,-1
nice bht achi ur usay full product hay result b acha must buy,1
guyzzz trust may ye oily skin k liye bhii bohot acha hi may ne aaj usay kiya,1
oily skin k liye b bht acha hay,1
product boht acha hai aur quality bhe boht zabardast hai,1
boht acha product hai eay like it,1
mera experience acha rha hai market mein other available makeup removers se beta hai q k isy usay karni baad nu pimple issue very effective results,1
st time usay kia tha usay k baad skin soft ho jati aur face moisturize ho jata hai local cleanser usay karni k baad jaisay face oily ho jata hai bot nu oily and skin remains tu soft yeh water oil cleansing and removing ko satisfy karta hai aur yeh excellent product hai last mein definetly eay usay it again and daraz thank you for your gift,1
boht hi zabardast hai yeh scrub,1
boht achi hai  percent results in three days,1
bohat acha product hai thanks daraz,1
bht acha hi r size b large h,1
eay give  star bilkul bakwas quelity hai waste of money,-1
lipstick bohat oily hai lips per lugti hi nahi,1
best hai le len high speed and  original kingston market mein sb fake kingston bech rhi,0
jb iski marzi hoti hai chal jata hai aur jb marzi ho toh soo jata,-1
seller bhai tusi great ho original products,1
price k hisaab sy thek ha yeh,0
mast mouse chal raha hai bilkul aala sasti cheez,1
kia ye online chalti hai,0
iss maa warranty card ny hyn ur iss maa starter toner hi usay maa printer acha ha,1
nicer dicer se tou bilkul bhi maza nai aya baray phal aur sabziyon ko tou yeh kaat hi nai sakta aur iske plastic ki quaity bhi mazedar nai hai acha tou lagta hai lekin effective hi nai hai tou mein isko istemaal nai karta,1
maine pehlay bhi yeh chopper mangwaya tha ur pata nai kyun iss bar jo mujhe deliver kara gaya hai wo mujhe thori halki quality ka lag raha hai pichla wala maine apne mami ko dediya isliye ye dosra mangwaya hai iska plastic mujhe thorha halka laga mujhe esa lagraha hai ke ye jald hi toot jayega kyunkay jab mein iss mein gaajar chop karraha tha toh woh blades mein phas gayi thi ur plastic mein se halki se awaz ai ke jese wo kahin se toot gaya hou laken pichla wala bohot acha tha isliye mein isse  number dena chahunga mujhe umeed hai daraz walay hamesha ki tarah improve krenge,-1
mamma ke liye order kiya tha  papa hairaan thay ke fathers day pe mamma ko gift dei raha tha,-1
mein ne ye le hain total  thay magar jab khuli tu un mein se  kharab hain nehayat hi ghatia hain please ye product na len thanks,-1
nicer dicer ne tou bohat madad ki hai meri mein sab se pehlay tou iski quality per khush hon ke iske blades baray hi tez hain aur kaam tou jhat se hojata hai iske istemaal ke zaryay iska istemaal asan bhi hai aur nicer dicer ko sambhalna saaf karna aur rakhna bhi koi mushkil kaam nai hai,1
yeh nicer dice tou rozz rozz hi istral mein aata hai aur jab ke meine itnay saray cutters bhi istemaal nai kiyay mein phir bhi iski quality aur performance se bohat khush hon isne tou zindagi asan banaadee hai,1
yar aas maa tu frame delivered huva hii nahi hai really disappointed seriously yar baqwas,0
bht hi acha product hai,1
daraz pk se maine pehli bar order kia hai yeh ur alhamdulillah bohot acha product hai iski blades bus thori ur sharp honi chahiye thi kyunkay kaafi zor lagana parhta hai sakht sabziyon pe laken ye barhi kaam ki cheez hai agar salad banani hou tou bohot jaldi ban jati hai maine tu iss se ramzan mein fruit chaat tak banai hai plastic ki quality achi hai kyunkay jitna zor iss pe lagaya jata ha halki quality ka plastic toh foran toot hi jata bus iske liye apko barhi sabziyan kaat kar iske size ki karni parhtee hain mein iss product se behad mutmaeen ho,-1
bohat acha hai yeh nicer dicer aur iss may bohat saray kaam k blades hain jin se chopping slicing even french fries b aram se katleti hon mein bs iske sath manual hona chhaiye tha qk mjhe isse smjhne may thora time laga tha manual hota tw aisa na hota easy hojata aisay samjhna aur istemaal karna wese overall iski quality kaafi durable hai aur blades b sharp hai,1
very satisfied same like picture bot plz colour option bay rakhi multi colour specification mein tu likha hota hi lyken hamy kun sa mili ga yeh hamy nahe pata hota plz kindly,-1
kaafi behtar product hai mere khayal mayhar cheez iss product ki kaafi achi lagi mijhaymeri wife ye istmaal karti hai aur un k lehaz se tu zabardast hai q k wo aram se exercise kar layti hai ispe  itna ziada sakht nahi hai iska spring isi liay aram se excercise hojati hai ispe aur quality bhi kaafi theek hai mere khayal may,1
achi cheez lagi mujhe mein isse din mein  bar instimaal karti ho ur iska result kaafi achca hai iski spring mein bohot lachak hai ur aap apni taaqat ke hisaab se jitna chahen isse kheech saktay hain handle ur footrest bilkul aram day hai aadha ghanta exercise karne ke baad kisi tarah ki chot ya dard nahi hota haath ya peir mein laken reerh ki haddi mein dard hota jab meine shuru kiya tha ab alhamdulillah sab set hai,1
serious iss watch ka colour change nhi joota,0
mujhe in kapron ka mayar aur print pasand aya bohat acha dikhti hain,1
paison ke hisaab se acha hain aam istemaal ke liye,1
araamdeh diapers har maa ko pasand hain,-1
bohat shukriya pampers bohat achay hain mere bachon ke liye,1
tareef ke qabil aram deh khushk hai aur leak ny hota,1
mein bohat hoshyar maa hon jab baat mere bache ki safai ki hoti hai maine bohat se pampers usay kiye hain lekin bohat bura tajarba rha lekin phir mein ne iss brand ke pampers khareede yeh pampers har lehaz se behtar hai,-1
yeh pampers mein pehlay din se hay apne bache ke liye istemaal kar rahi hon,1
mein hamesha apne bache ke liye istemaal karti hon mujhe yeh pampers bohat pasand hain,1
qeemat mein daraz ko koi ny hara sakta,1
pampers hi sirf ek diaper hai jis mein bacha saari raat aram deh rehta hai,-1
tarseel bohat hi acha waqt se hui,1
bohat acha hai bazaar ki qeemat se bohat behtar zaroor istemaal karein,1
tarseel achi hai ur bazaar se qeemat bhi bohat kum hai,1
mein har maa ko kahoon ge ke istemaal kare,0
mein ne gulabi order kia tha bot tarseel mein neela aya mein mutmaen nhi hon,-1
pampers ki packing achi hai diaper bhi asal hain mein mutmaeen hon dobara zaroor order karoon ge,1
bohat jaldi cheez tarseel hui shukriya,1
mujhe yeh apne bache ke liye chahiye,1
bachon ke liye acha khel hai meri beti ko kheema ke andar khelna pasand hai,1
acha hai aik sath  bachon ke liye istemaal kia ja sakta hai meri  saal ki beti mushkil se iss mein khari ho paati hai,-1
tasveer ke mutabiq hai ik waqt mein  bachon ke liye istemaal kia ja sakta hai,0
acha hai lekin uper wala hissa tasveer ke mutabiq ny hai,0
acha ur pyara hai,1
doosri dafa order kia hai tasveer ke mutabiq hai bachon ko pasand hai zaroor istemaal karein,1
tarseel ke waqt ko sahi karein tarseel mein bohat waqt lag jata hai yeh kaafi serious masla hai,-1
mujhe mil gaya hai bilkul tasveer ke mutabiq hai,0
mere beta ko pasand hai zaroor istemaal karein,1
pehlay mein ne aik bache ke liye istemaal kia ab dono ke liye karti hon,0
mere bachon ko pasand hai  saal ke  bachon ke liye acha hai,1
wipes ka mayar bohat achi hai,1
ghaton ke liye leak nhi hota mera bacha iss mein poori raat sakoon se sota hai pakistan ka number  diaper hai yeh,1
pampers pakistan ka sab se acha brand hai mein ne kaafi saara brand istemaal kiye hai lekin pampers ko sab se acha paaya hai mere bachon ko kabhi iss se kharish nhi hua hai mein iss ki bilkul tajveez dun gi,0
bachon ke liye bohat achi cheez hai pampers sb se acha aur araamdeh brand hai,1
mujhe pampers bohat pasand hai  mere teen bache hain ur mein ne teeno ke liye pampers istemaal kia hai ur isne mujhe hamesha museebat se bchaya hai geelay pan ur surkh daano ka bhi koi msla ny hota sab maa baap ke paas hona zaroori hai,1
mein ne apni dost ki tajveez per pampers istemaal kia yeh mere bache ki jild ke liye bohat aram deh hai yeh leak ny hota mera bacha pura din khelta hai ur saari raat sakoon se sota hai,1
bohat acha nappy hai mein ne aur bhi brand istemaal kiye lekin wo motay thay ur mere bache ke surkh daana ho jata tha pampers istemaal karne ke baad surkh daana cream ki zaroorat hay ny parti bohat patla ur aram deh hai mere bache ko yeh bohat pasand hai,-1
pampers bohat acha diaper hai meer bache ko poori raat aram deh rakhta hai mere trf se poooray  stars pampers ke liye,1
yeh bachon ke khelne ke liye bohat acha hai,1
yeh bache ko masroof rakhnay ke liye acha hai ta ke maa apna kaam kar ske,1
daraz se pehli dfa order kia pura tajarba bohat acha tha masnoaat bohat achi hai dobara zaroor khareedon gi daraz se,1
kheema bohat acha ur khobsorat hai mere bache iss se bohat khush hain  bache aram se iss se khel saktay hain,1
kahin bhi jora ja sakta hai meri  saal ki bhanji ko bohat pasand hai,1
achay madah se tyar karda hai nafees ur rangeen hai iss masnoaat ko zaroor khareedain,1
achi cheez hai mere bache ko pasand hai,1
tasveer mein naap   lekin dabba per   hai,0
pool ka mayar bohat achi hai bilkul tasveer ke mutabiq mein mutmaeen hon,1
cheez asal hai ur nestle brand ki hai,1
achi qeemat mein bachon ke liye achi cheez hai,1
beta ke liye layi thi lekin beti ko bhi pasand hai,-1
toota hua thay ur tasveer ke mutabiq toh bilkul bhi ny thay,0
du spinners kharab thay baki theek thay,0
spinners khobsorat hai magar tasveer ke mutabiq nhi hai aur ek spinners toota hua mila hai,-1
mein se  toota hua tha lekin acha tha bazaar qeemat se kaam hai,1
cheez bilkul tasveer ke mutabiq thi meri beti ko yeh bohat pasand hai woh har cheez iss almari mein rakhtee hai,1
almari ki mayar achi thi lekin tasveer ke mutabiq doraemon ka print ny bna hua tha jis ki waja se mujhe kaafi afsos hua,-1
tasveer ke mutabiq dabbay mein asa bhi tha lekin phr bhi cheez achi hai,1
acha madah ny hai tasveer se bilkul alag hai,0
jab meine order kia tha tu kaafi dar lga tha lekin jab mila tu khush hui dekh ke masnoaat achi thi lekin latkane wala asa ny thi beech mein,-1
