Reviews,Sentiment
Aarj he aapse,0
asallam o alaikum bhai jaan ye mere paass live nahe chalta plz help me.,0
Maa sha Allah is chanel ko aur taraqqi mile mujhe to is par ane wala sure mulk behad pasand hai,1
Mera naam zeenat parveen hai mAulana sahab maine kuch der pehle aapko apni pareshani likh kar bheji haI maulana sahab main aapse ye jaanna chahti hoon ki aapse kaise baat ho sakti hai humlog bahut pareshan hai barbadi ki kagaar par mera ghar aa gaya hai kuch samajh me nhi aa raha hai ki kya kiya jaaye banta hua kaam bigad jaa raha hai maulana saahab kya aapse skype se baat ho sakti h agar ho sake to jarur bataye aur koi bhi jawab mere email me bheje aapke jawaab ka jald intejaar rahega assalam alaiku,-1
ji ma buht preshan hon mujhy mery kuch sawalon k jawab naheen mil rahy hain please mujhy btaye by masseg by Facebook i you can,-1
Alla pak din dugni rat chugni traqi ata krai din k khidmat krni ke taufiq dain,1
aaj first time paigham channel on kia mashallah bohat acha channel hy allah isy din dugni raat chugni taraqi dy amim,1
Attock and Rawalpindi me Paigham TV ki nashriat nahi aa rahi,-1
MAA SHA ALLAH,1
KHOOB DEENI PROGRAMES HOTY HAIN,1
TAHAFFUZ E KHATM E NUBUWWAT AUR RADD E QADYANIAT K HAWALA SY DAILY PROGRAMES ZROOR SHAMIL FARMAYN.. BECOZ NOJAWAN MUSLIMS KO FITNA E QADYANIAT KI IRTEDADI PEROPEGANDAH SE BCHAYA JA SAKY UMEED HY ZROOR TAWAJJUH FARMAYN GY INSHA ALLAH,1
JAZAAKUM ALLAH,1
Allah pak salamat rakhy is chenal ki poori taem ko our is ko kamiyabi ata farmaey(Ameen),1
Masha ALLAH Bohat acha Chanel hai ALLAH Kawish ko Qubool Kare,1
Allah to wahad hai or Allah ne Quran main apny liy KARTA HAI ka WORD istamal kia hai to pher hm ALLAH ky liy (KARTY HAIN kA word kaun istamal karty hain to kia hm b ALLAH KY Liy app ya karty hain ka word istamal kr sakty hain,0
MASHA ALLAH bhut achaa ISLAMIC KNOWLDGE milti hai hamen i like it,1
Mashaallah bohat hi acha channal hy paigham tv,1
ye to allah ka shukar hy jis ne paigam jaisa saha socha chanal ata farmaya` alah rab ul izzat paigam chanal walo ko deen o duuuuuunya ki bhulaya ata farmay`` ameen,1
MASHA ALLAH BUHAT HI ACHA ISLAMIC CHANNEL HAI ALLAH SUB KO AMAL KARNE HI HADAYAT ATA FARMAYE.,1
Hadi TV Muslims ki rahnumai ka fariza achi tarh anjam dy rha h. Allah ic k baniyu & karknu ko jazai kher dy. Aameen.,1
Mashallah hadi Chenal bahot acha hai Lekin hamre yanhan Sirf Muharram me hi ata hai,1
"ye ehle tashee k ly bht he achi koshis hy, Allah ic k baniyan ko ajr.e.azeem de. bt last 2 years se hamri colony me hadi tv ni a raha.cabel waly ye kehty hain k hammain allow ni hy. plz ic matter ko jaldi hal keya jay.street no.03 mohallah sadt mali colony bhalwal dist,sargodha",0
hadi tv aurwin tv se hijab ahista ahista dur ho raha hai chere awaz aakhka ali as kefael aur qaul se mukhtalif,-1
jis k dil mian bugze ALI as hoga ham us shaks ko apne dil mian nahi rakhtay from YASIR ALI,-1
labaik ya imam as.mola hamay apni ziarat k lia bola lain,0
Plz plz Admin Muhktar re Saqafi k bare mein baten esa koi talk show rken bht km,0
Logo ko Muhktar k bare mein pata hy so plz,0
Ya Allah Humein or Hamara Waldain ko Hajj or Ziarat ka Sharaf Atta farma,1
Asslam o Alikum ya ali madad hadi channel bhat acha chal rha hai MSHALLAH labaik ya hussain,1
HADI TV PE NOHAY BOHAT ACHE CHALTE HAI THNX HADI T.V,1
dua ye hai MOULA HUSSAIN as se k HADITV pakistan me dekha jye sab kehiye,1
hadi t.v pe koi talk show ha? zahra nam ki koi lady host krti hain? plz btayen,0
Pls hadi tv ka master volume thorha Karen so we can listen clearly ..,0
HAZRAT PIR ALLAODIN SAHB AP INTHAEE ACHA BEAAN FARMATA HAN .ALLAH TALA AP KO LMBI ZINDGI ATA FARMAY AMEEN,1
app ka programme bohat acha hai.,1
"assalamuallaikum,",1
"sir mai apse janna chahti hun ke zakat kaise ada ki jae,mere pass 4 tola sona aur 150000 cash hai ,to kya is per zakat dena zaroori hai?",0
so sir plzz hamare is sawal ka jawab jald se jald de.,0
Allah pir sahib ko lambi zindagi aour achi sehat atta farmai Ameen,1
Ya Allah Mere Pir-o-Murshid ko sehat-e-kamila or darazi umer ata ferma (Aamin(,1
mery peer ka fezaan jari rahy ga insha Allah .........,1
ALLAH PAK PEER SAAHIB KO LAMBI ZINDAGI DE or din islam k liye un ki khidmat Qabool furmaye AAMEEN,1
Main NY istakhara karva na ha lkn jb istakharry wala programme lagta ha USS waqt hamari light nae hoti please ki mashwara dain,-1
mashalla jahna deen ki baten baht achi nasher hoti hen,1
"Ya Allah Hamain Hidayat Atta Farma. Hamain Apna Naik aur Farmanbedar Bana. Nabi Hazrat Muhammad (S.A.W.) kay Nakshay Qadam per Chalnain ki Taufeeq Atta frma. Muslimanoun ki HIfazat frma. Hamara Khatma Eman pay Karna. Mujhe, Meray ahlay Khana, Meray Waldain aur tmam Duniya kay Muslmanoun Ki Bakhshish Farma. Gis Waqt Ham Intiqal karain tow hamary Zuban par how (Mein Gwahi Deta houn keh Allah kay Siwa kaui Mabood nahin woh Akela hai us ka koi Shareek nahin.",1
"Hazrat Muhammad (S.A.W) Allah kay banday aur Rasool hain. (Ameen) Ya Allah Mujhaih, meray Ahlay Khana aur tmam Muslmanoun ko Hajj ki saadat Ata farma. Ya Allah Hamain Qabar kay Andhairon aur qabar kay Azab say bacahana. Qabar main Nabi (S.A.W) ki Ziarat Ata farmana. Jahanam ki Aag say Mehfooz Rakhna. (Ameen)",1
"aap ky ahmadiyyat ky bary main programs achy hany,kum az kum ye bat wazh ho gi k ahmadi musulman hyn.wo toheedpr yqeen rkhty hyn aur mohamad peace be upon ko manty hyn.agr tkbeer ye program krta rah to awm jld smjh jay gay k ulama ky pas kuch nahe.wo log arkane islam aur arkan eman pr yqeen rkhty hyn.",1
aak ka progam bahat acha he,1
assal u alkuam ka takbeer chanl news paes kar rah ha lahore ma koey borow ha head office ka number send kara M yousaf daily madia express lahore office adrees 8davea road lahoer,0
Allah sub Musalmao ka hajj Kabool farmay or humain bhi apny ghr ka didar naseeb farmay HAMARI DANISTA OR NADANISTA GALTI KO MUAF FARMA Ameen JAVEED AKHTER CLERK Muslim town dera ghazi khan,1
"jo progrms kuch arsi siy tv monazro may dekaie ja raha hay , is sey qum ka waqar to asccha na howa ,bulky aur begar paida ho gai,",-1
"PTV par accy program atiy hay ,aggar moqa maly to who hey dek kar baqhi sey maqabla karlay , specialy unki program host educated aur dedecated hoty hay.",1
"dost keh rha hy k ye qadiyano ka chanall he.bhi ye madin e wale ka chanall hy ye to fqeeron ka chanall hey.ALLAH hum sub sedhe rah dkhay,ameen.",1
ye chanall on q nhai hota?,-1
Ya Allah Pak mujhe bhi apne fazal Ka'batullah aur Roza e Rasool saw ka deedar naseeb kar.,1
Taraweeh Channel KI MADAD SE AJ HUM APNE GHAR BETHE HUYE HI MAKHA IKI TARAWEEH DEKH RAHE H.HUM ALLAH KA JITNA B SHUKR ADA KRE TO KAM H.PHIR B ALLAH KA SHUKR H.,1
Ya allah hum sab ko aur meri ammi ko haj baitulla krna naseeb farma,1
Ya Allah is na cheaz mehdi hassan ko be apne ghar ki ziyrat karwao,0
mubarak ho allah ke ghar ka dedar is channel ke zarye dunya ke har musalman ko allah is chanel ko aour age bada ham sab mualman ko tere haram shareff ki dedar naseeb farma,1
dua hai ke allah paak hum sab ko haram Shareef ki Ziarat karade,1
Ya Allah main bhi tayray ghar ka dedar karna chahta houn aamin,1
Ya ALLAH apnay ghar k tawaf k sadqay hamaray gunah maf farma or hamain apnay Piyaray Rasool (S.A) Ki sachi ghulami naseeb farma\,1
ya Allah is aamir liaquat ko bhi apnay ghr mai hazri naseeb farmadain,1
Ya Allah aik br phr balalo apnay ghr mai,0
YA ALLAH AIK BR PHIR DIKHADAIN AP APNA GHR,0
Ya Allah aik br apnay ghar ki ziarat karwadai dubara ya Allah Ya Rasool,0
allah har insan ko namaz ki tofiq day ameen,1
ya ALLAH her musalman ko khana kaaba aur masjid.e.nabwi ki dedar kara de,0
ye allaha hmry waldeen ko ko apny or apny nabi(SAW) k gr ki zahart krwa (ameen),1
Dr sahib salamt ta qayamat raho Dr sahib khuda or rasool ki baaty batane waley to pakistan me bahot hai lekin aap k jessa kaha moje aap se is liye eshk hai Q K aap ko gharebo se eshk hai,1
"Janabe aali mehrbani frma kr minhaj TV ko cable pe start krwa de ta hr ghar me peghaam pohanch sake,",1
Ma apnay qaid pr qurban jaun Allah Pak apko hamaisha salamat rakhay aur hamari zindgi apko laga dy aamin i really really love my qaid Dr Tahir ul Qadri,1
Great leader of this age Dr Muhammad tahir ul qadri. Allah aapki hifazat kary. Iss qoum ko achy bury ki prchan dy. Harm khaha k pechan he khatam ho gai hy. Din e haq ka hy wali tahir ul qadri. Muhammad shsfeeq sudhnoti azad Kashmir.,1
plz cable py alhuda channel ko chaliya jaye yeh to chal heiiii nehi raha,-1
MAN NAY JAB BHE CHALAYA NAHE CHALA,-1
plz al huda ko chlain ye chl nai rha specially ismai bchon k liay zror dikhain,-1
al huda kyun nahi chal raha? koi tareeqa ho to bata dein please.,-1
Allah ko pahchanna hai,0
Mulk Pakistan ko Bachana hai to Allah walon Ko lana hai 100% Pakistani Muslims ko Namaz qaim karna hi (Allah ka Khoof & Akherat ke fikir ) lani hai,1
ap ka tv mansehra mein nai chal raha plz plz plz plz plz kuch krin,-1
Asalam aap ka chanal hamary paas nhi aa raha.A Qadir karach,-1
mery pass to ye channal aa he nahi raha pata nahi kia masla hy. pls do some thing,-1
"dear sir, (sanakhawan , hafiz m. kamran qadri )",0
asalamu alikum,1
ramzan ke amad amad hai sir muje apne chnnel k refrence se naat,0
parhne ka muqa diya jay plz pakistan ke mashoor sanakhawan ke,1
sath mahafil prhne ka muqa mila allah ka sukar hai,1
mera album 2012 main aya ( madenay walay sarkar ),0
plz plz,0
mera al- Huda tv ni chal rah plz kuch krain,-1
plz geo ko khole warna dharna shuro geo ke dushmano ke khelaf,-1
aaj marajay mustafa k babarkat din app sy guzarish ha meray bhai Rafaqat hussain ki sehat yabi k ly live duaa karain wo jiger k cancer main mubtala ha.....Jazakallah,1
jahan Ramzan atay hi khanay penay ki chezaay ki price asman tk chaly jatian hain. koi pochany wala nhi.,-1
Yahn aksar log openlly Rozay k doran kahty petay nazar atain hain.,0
Yahn pr Rozza-Khor ko koi saza nhi melti.,0
"Arab Country maen Price bhi kam, Rozza khor bhi kam, Saza bhi Melti hay. Laken Hamray Mulk maen ......!!!!! Hamay apni islah krni chahye.",-1
Assalato wasslamo alyka Ya syedi Ya Rasolallah sallallaho alyhy wa alyhi wa sahbyhi wasallam,1
tamam musalmano ko eid e milad un nabi (PBUH) MUBARAK HO,1
assalam-o-allekum sohne sb itnee malumat agar quran ke b rukhty to kya baath the,0
aik pegham sab Pakistanis keliye ke ab jo PPP aor MQM ko vote dega woh,0
Pakistan ka DUSHMAN hoga.,-1
"mera ye comments khas tor py mery bhai Gulam e Saadat of Suriya sahib keliye ha,to jnab bhai(Yoon to Syad bhi ho,Butt bhi ho,Rana bhi ho,Jutt bhi ho,Afghan bhi ho,Bloch bhi ho,muhajir bhi ho,Tum sabhi kuch ho,Batao keh tum musalman bhi ho?sab apna ehtsab kareen or apny ander jhank k dekheen plz k ap waiqy 1 musalman ho?bicoz 1 musalman kabhi firqa waraiyat or intshar ko philany ki bateen nhi karta,1 sacha musalman Allah py yaqeen rakhta hai,jis ne Hazrat Adam(a.s)ko bin maa bap k paida kiya,Hazrat Ismaeel(a.s)ki Qurbani k badly Abe zum zum diya,or Hazrat younas(a.s)ko 40 din fish k paet ma zinda rakha,Hazrat yousaf (a.s)ko Lamehdood husan se nawaza",0
ASSALAM-O-ALEKUM JANAB G SAADAT SB AAP K COMMENTS PARNY KA AJH ITTEFAQ HUWA AAP KEH REHY HAIN K GHAIR MUSLIM ALLAHA KE KITAB K MUNKIR HAIN TO MERY PIAREY BHAI YE KAM TO HUM MUSALMAN B KAR REHY HAIN KUCH HADEES PAYESH KARTA HU AAP KO SAMAJH AJAY GE MAI AIK MUSALMAN PEHLY PAKISTANI BAD MAI AAP SY ARZ KARTA HU K QURAN CHEKH CHEKH K KEH RAHA HAI K MURDEY SUNTEY NY HAIN LEKIN AKSERIAT KEHTEE HY K MURDEY SUNTEY HAIN YE HAMAREY SALAM KA JAWAB DAYTEY HAIN YE HAMAREY GHAR ATTEY HAIN,0
North Karachi may coverige nahen daikhy abhi tak,-1
"irshad arif tumhara aur doosre mutasib tajzia nigaron se is qism ke ghatia tabsaron ke elawah aur kya expext kya jaa sakta hai. tum sub begharat aur bikoa maal ho. soobai tasub kaa bhapoor saboot de rahe ho. kamran khan khan, irshad arif, mujeeb ur rahman shami, haroon rasheed aur tumhari bradari ka maqsoos elaqai giroh mazzi main bhi sahafat ke naam ko badnaam karne ka zimmedar tha. magar tum log nehayat hi besharam aur beghairat log ho",-1
capital tv ki awaz nahi aa rahi. sirf video aa rahi ha. sound nothing.,-1
"pti walon ko sharam nahi aati hai, kal tak imran khan niazi jis parliament ko galian de raha tha aaj oosi parliament main begharton ki tarha wapas aane ke lye betaab hai. imran khan ka koi deen iman nahi hai. imran khan niazi jaisa duffer leader Pakistan par hukmrani ka khwab dekh raha hai to phir RAHAY SAHAY PAKISTAN ka Allah hi Hafiz hai . shokat khanum hospital banane kaa credit imran khan ko nahi jaata hai, shokat khanum ke banane ka credit oos ki sabeqa biwi Jemima Goldsmith aur pakistani qom ko jaata hai.",-1
Kisi k aqeday py bat krny sy pehlay sochna chaheay...,0
ye Ramzan transmission han ya aurtoon ki numaish,0
Pti zinda bad..........imran khan zinda bad.........khan sb ny baldiyati election krwa kr apna wada sch kr diya..........ab baki parties ko bhi baldiyati elections krwany chahiya ta k awam apny faisly khud kr sakain.,1
Kal ejaz ahmed k program may Asif iftikhaar r mufti naeem sharik the lekin ejaz jahilo k trah mufti naeem s behes kar raha tha wo pervez rashid k wakalat kar raha tha ye saray paiso k bhokay anchor hai jo kch paiso k khatir apna emaan b bech dete han,-1
Media ko chaye h k wo azadi s apna kaam kare kisi ki sarparsti ya wakalat nhi kare,-1
bri hairut ki baat hay kay jahaa capital vvvv news m aagay ja rahaa hay wahaaa sindh karachi ki elawaa covrage bhut kum hoti hay;;;,0
aaj 15 may morning news main dist jamshoro ki news talka bhan saeed abad police aur daako muqablaaaaa.....,0
ya news 3 din phlay ki hay........,0
jisay pata chalaa kay news director ko koi knlowledge naheeeee....???,-1
"bhaut kehti thi hakumat aur police aur degar idaray bhi kahtay thay ke Karachi mey aman qaim kr diya hai, ye aman qaim kiya hai, dahshatgard mazay se akar 40,50 logon ko maartay hain aur mazay se chalay jatay hain koi pochnay wala nai koi pakarnay wala nai, shame on govt, police and rangers",-1
"I like Jaag tv very much mujay jaag tv ki kahaniyan bohut achi lagti hain. Inn kahaniyon say humay bohut kuch sikhnay ko milta hai .well done,",1
Sir main jaag tv pe as a news anchor kaam karna chahta hun.,0
asalamoleykum! may apky chanal pr aina chati hnn may cake banana chati hnn aur ak bht different soup ki basket plz contact me soon ly,0
Allah se dua Peshawar hadsay me jo school k bechay or staff Shaheed hway hain Allah un ko jannat me aala makam ata fermay.Or un k waldain ko sbr ata fermay.Hm sb Haripur city walay b un k dukh me braber k shareek hain,1
Danish Attari (Haripur),0
Sukkur ka darwaza number 2 kaam Q nahr kar raha hai kya masla hai wahan hame bhi to pata chale,-1
sukkur main ktna pani aa raha hai,0
"Sahaft Aur Media Per Tashadud Ke Pur Zoor Muzamat Krte Hain. Punjab Police Ne Aj Israel Se Km Nahi Kea. K Media Per Hath Authaya. Aur Is K Peche Ch Nisar, Rana Sana Ullah, Rana Mashood Ka Aur Hqoomat Ka Hath Hai. Aur Is Police Ke Uniform Main 50% Rented Ghundy Hain.",-1
"Aour per raqam ka taqaza kiya.Main nay araz kya k ham 3noun kee tu jan waqt guzanay k saat tarah tarah kee masayeb say adh mua ho chukee hay. Kisi elite k samnay mutaliba karo hamaray pass kya dhoondtay ho. Tahaham wo zaban k taiz thay.Tou main nay araz kya k aap mujay serf lafz 'ATTAHIYYAT""jo namaz main parhi jatee hay k maanay batao aour muj say 2,2 hazar rupay wasool karo. Yeh soun kar woh kisak gaye.Kahain aysa tu nahi k hamaray baaz siasi zuaama ko ye be maloom na houn aour logo k saro par swar houn.",-1
Main PTV par Hazrat Allama sahib kee taqreer soun raha houn Hajj k baray main.Chand sall ho gaye hain main Haramain Sharifain main mousam Hajj par maujoud tha.Jab main nay aarz e Quran ko daikha tau aab tak aansoo Khusk nahi hotay. Posheeda aahwal ka zahir karna danayee nahi.14 August Qareeb hay.Aksar loag watan e aziz main mukhtalif chezoun kee kami ka roana ro rahay hain.Magar ye bhool jatay hain K mutahidda hindusdtan samiragi qoum ka ghulam raha jo edher aapna Qanoon ko chor kar chalay gaye,-1
"Hazrat Muhammad Ali Jinnah k koshesho say aazad watan wajood main aaya.Jo log qiam Pakistan k mukhalifat kar rahay thay pher elania kehnay lagay, Aab Masjed ban gayee hay Ess kee khifazat har kisi par lazim hay.Behno aour bhaeyoun ye doar Dajjal k zahoor k liye rah hamwar kanay ka zamana hay. Harchand k dunya k shareer qoumoun kee Raisha dawnio say ham ayk chotay say raqbay walay hessay say mahroom ho gaye.Laikan maujooda Pakistan Islam ka Qilla hay. Tafseel taweel hay.Hamain ayk doosray k dukhoun ko bantna chaheye",0
janab md ptv abdul malak sahab hamarey village mein aik sall sey ptv news aur ptv home key nashriat subah 9 bajay sey ley kar shaam 5 bajay tak band rehtey hai is ka koi hal karein hamrey hain cable nahin local anteena par guzara kartey hain lakin aap key yeh channel subah 9 sey 5bajey tak band rahtey hain pahley bhi aap ko durkhsat ki thi lakin aap ney koi hal nahin kia agar nahin ho sakta tu koi tareeqa hamein bata dein,-1
Al murshid prog plz raat ko dobara telecast kry,0
jab ap se namaz qaza ho jai to ye mat soco time nahi tha balke ye soco k hum se kon si galti hoi hai k us ne humain apny samny khary nahi hone dia,-1
"hram magaz k blood ko treat krne vale Dr. sahab k program ko bhi on line krain or bohat bohat acha ha k logo ki islah k lia Drs ko tv pr bulaya jaraha ha is se marizon ko bohat islah milti ha or wase b pakistan me hapatitus, tb or Falage k marizon me din badin izafa ho rha ha agar asa rha to mulk k lia bohat bda dhachka ha jo k ane wale dino me hmare lia mushkil create kr sakta ha please drs ko zarur blayen or un k btaye treatment b online krain",-1
jab ap se namaz qaza ho jai to ye mat soco time nahi tha balke ye soco k hum se kon si galti hoi hai k us ne humain apny samny khary nahi hone dia,-1
is chanal ka fb py koi page nai hy kia agr hy tp plz bta dyn,-1
nice channel faiza aur qadeer ghani achy news casters hn qadeer ghani to ab roze pay nazr araha hai c5 kiun chora usny wo c5 py ziada acha lagta tha,1
qadeer ghani nam apka anchor kahan hai us sey news kerwain wo acha hai,1
Tahir rasheed kalya khabar me jaan daal dta ha channel me dam ho na ho,0
i love royle tv and just royle daikhta hu q k royle tv pakistan main mojood tamam chezon k baray mai batata hai or world ranking etc pher b ham underdeveloped q??????????? an examplanery and true media of pakistan,0
Roral tv humara pasndeda chanil hai,1
i am mehtab ahmed mari ap key channels sey requst hai as ko karachi main sub jaga on karen hum ya channels pasanad kartey h per ya yan t v per nai aahta main karachi key areya manzoor colony uc2 sey bt ker reha hn,0
"main is website se mutmaeen hu pr is mein 1 cheez ki kami hai or wo hain Discovery channel is website main zyada tr news channels hai halanky wo bhi tik hai pr har waqt tu koi news nahi dekh skta,,,lehaza main request karta hu k discoveries channels ko bhi allowed kre, shukria...m.ali swat",0
DAWN English News tv and Express English News tv keyo nhi chal raha main ny kafi baar try keya hai plz ais ko start kr den............plz im waiting your responce,-1
yar news k ilawa bhi Pakistani Awaam ko kuch dikha dea kro..kya Awaam ka kaam shoking news sun'na he reh gya hai?????/,0
"Aziz Pakistanyown! As Salam Alaikum! Agar hum thanday dil o dimaagh say Pakistan kee taareekh per nazar daalain tow ye waazeh ho jaata hai ke dou hee daur aisay guzray hain jin mein awaam ne kuch chain o sukoon ka saans liya aur zindagi kuch aasani se guzri. Woh dou daur hain mohtram janab aanjahani Ayub Khan Sahab (R.A.) aur janab Pervez Musharraf sahab ke. Aisa kiyoun mumkin hua? Zara souchyay. Wajah sirf ye hai ke bahaali wa taraqqi wa khush haali ke mansoobown ko amali jama peihnanay ke liyay qaum ka oon per muttafiq houna zaroori hai jo ke bawajooh nazaryaati, farouee, mazhabi, siyasi, qaumyati, shakhsi wa gurouhi mafadaat kee qa",1
"Pervez Musharraf case mein Pak fauj ko bhee fareeq banaya jai, aur oos waqt kee joint chiefs of staff committe prime minister Nawaz Shareef ko hatanay mein kisqadar involve thee ya phir ye Pervez Musharraf ka solitary decision tha, agar Pak afwaaj mulk aur qaum ke mafaad mein es mein involve thee, tow Pervez Musharraf ko tanha qusoor waar nahi theiraya ja sakta,",-1
"yowm e takbeer na sirf musalmaanan e aalam ke liyay bil amoom balkay Pakistaniyown ke liyay bilkhusoos baa es e fakhr hai kiyunkay ye zaahir karta hai ke Pakistani ek atomi quwat ki tarah ek atoot qaum hein aur en ka towrhna etna hi mushkil hai jitna ek atom ka towrhna aur ye qaum es tarah ek larhee mein pirowee hui hai jistarah es qaum ne ek ho kar 28 May 1998 ko 7th aalmi, aalam e Islam ki pehli aur Pakistani nuclear power hounay ka aizaaz haasil kiya. Aaiyay mein aap ko batata hoon ke ye kaisay ek muttahida pakistani qaumi hadaf tha jo baa husn e khoobi Alhamdowlillah haasil kiya gaya",0
kal channal 24 per army se related documentary dekhayee gayee hai.its very very good.pakitani Awaam ko pata hona chahyee ke humare Fougi kitni mushkilo se apni life sirf humari hefaazat ke liye kahan kahan per beithay hain.salute to PAK ARMY.i loved it that progm very good efforts of channal24.MUBARAK HO AP LOOGO KO JIS NE PAK ARMY PER YE DECUMENTRY BANAYE HAI,1
ap ka channel muja bhut a6e lagte he,1
aslam-u-alikum to all...! please mujhy ye bta dain k jo 24 channel ki documentry ka time kiya hai please bta dain......,0
ap ka channel bhot ache ja ray hai,1
Sir Aslam alekum main aik sahafe hon aor pakistan k aik buhut baree news paper group se wabesta hon aor guzeshta 25 bers se kam ker rha hon main aap k channal 24 k liye sindh k district LARKANA se kam karna chahta hon leken aap se rabta nhe ho rha plese send me your contect cell no; on my e mail adress. Mushtaque Ali Soomro Friday April 24 2015 my contect 03083479565 03413710750,-1
sir main aap k channal main kam krna chahta hn aap se rabta nhn ho pa raha sir agar aap ka cell no mil to main rabta karlon larkana district k liye,-1
hum tv ne to ab boys ko b kharab kerdiya hai ab hr waqt boys tv e dekhte rehte hain jo k larkian ziada tv dekhti thi r dekhti b hain lkn ab boys b km nh,-1
Indian Darma ny hum Pakistanio ka Ghar Kharab kar diye thyee hum TV ny Pakistanio ka ghar thake ki hi. ALLAH PAK Hum TV ko bure Nazar say bachai,1
plz update drama mohabbat Kearney walon k naam on him TV its old drama 2007 but I wanna to see .no link available to see this drama by episodes I m waiting plz update soon and I request u plz replay this drama on him tv,0
hum sitaray best aik baat shaista wahedi jaysi baray umer ki khaton ko kis ne housting day di ap ka channal ka mayar gir jay ga pakistan may telent bohat hy or bohat c young girls hn jin ko housting di jane chahye shaista wahide very old khaton hn .,1
humsitar hum may buhat acha lagta hai,1
dear friends sadqy tumhare seriel isi channle py lagy ga,0
internet pe atv ki live transmission kiun nahi aa rahi?,-1
ATV par beintiha advertisements dikhatey hain .. :( bilkul bekaar channel hai .. :(,-1
fara api kea hal ha ap boht sewet ha or beatiful bi,1
es pe boht peary darame lagty ha mgr mra pasndeda program ha kabol ha ha mra dil karta ha ka me us me ao ye comens me apne lover ki email se da rahhe ho mra name zunaira ha or us ka name mustafa plz api hamry ley kuda se dua karna ka kuda hame zalim dunya se ayzad kar de or ham ek dosry ko mli jaye ham ne es pear ko pane ka leye boht koshs ki or boht dua ki phr be hamy kuda se umed ha ap plz hamary ley dua karna kea pata ap ki dua kuda sun le,1
farah api apka ramazan show bht acha hai mujhe gift chahiye.plz mujhe ac de den,1
ek piyar kahani buhat acha drama tha....,1
fahra api koi acha sa gaft he bhej do plz,1
Ye Quali Ap Mujh ko Email Kar Sakte Hain My email Adress Mabrar061@gmail.com,0
me apko sms kar raha ho leken ap jawab nahe dete,-1
Hlo Farah api mai ap ko kafi dino sai call kar rahi hoin ap mairi call attend hi nai krty.,-1
Farah je ap logon KO is program k zriye bewaqof banati hn much logon KO un k gift nhi mile or Jo kurandazi karti Han wo big am gpla hora ha k log ap KO msg keen lekn in bicharo KO KIA pata ha k he Sb jot ha Jo same dikhaya jata ha so Sb jhot ha camera k piche KIA kuch hota or log Jo gari k life SMS bejete hn in k sath dokha un garib logon k dilon we khalte hn wah he wah rmzan k maheene main he Sb much,-1
api ap meri call attend krain taky main gift win kr sko ...,1
main Aapka ye live dekhne ka Fan hu.kya main aap se India se Live Phone pe baat kar ke koie swal poochh sakta hu ya nahi.....,1
FarAh api mujhy gift abhi tak ni mla mene 3 July ko sawal ka jawab dia tha,-1
assalam o alikum . meri aap se guzarish he ke drama ek pyar kahani plz plz repeat ker de,0
asalam o alykum ..... meny kuch dino phaly is channel ik naat suni the wo arabic naat the ... meny usy bhot find kia pr nhi mili plzz wo naat k name bta dn bhot aa6i naat the... Allahumma Salli Ala yh wali the pr mujy nhi mili plz koi mujy wo naat k pura naam bta dy,0
Salam. Ap ka chanal hmary liy oxigen hy. Baht he achi information milti hy. Bara e meharbani mujy agr ap bta skain k jo dua 26/06/2015 ko subha 02:30 sy 02:50 tak parhi gai wo kon c hy? Kisi emam ki hy? Ap mujy us dua ka link snd kr dain plz. JEZAKALLAH.,1
Such tv ka tamam program bhot achy ha mazid acha program nashir karna ki tofiq ata farmaya .or agha iftkhar naqve sahab ko khuda salamat rakha .hm bare shoq sa such tv dakhta ha bhot acha program ha .very nic....,1
Hi SUCH TV team........... Aap sab ko char saal pure karne ki bahut bahut mubarik ho .,1
suchtv to bohoyt acha hy lekine picture qualty kuch thek nahe hy plz hd qualty istimal kary plzzzzzzz.,0
sister aap mek up me kami kri to behtar ho ga itni mek up achi. bat nhi,0
"Such Tv ki Nashriyat Buht hi Achi hai likan Jobital Cabyel waly nahi Dhaika Rahy Shammmm,,,plzzz notec and Action pemra",0
"Such To Akhir Such Hay, Such Tv Tamam Pakistani News Channels se 1st No pr Hay, Allah Such Tv ke poori team ko kamiabi day, humari poori family Such Tv dekhte hay",1
I like such tv .Bohat achi news dyta hai. Naam kai sath sath news bhi sach,1
Saach TV wali pori team ko bhut bhut slam and duain,1
Awaz t.v muhunjo favourite channel Ahy sho ta maun uty 4 saal guzariya aahin tamam ghniyu yaadgiryu aahin,1
"Benazir Blouch Hum Aap ka program China country ma sun Rahi Hain Aj tariq hai 23 jul 2015 Aur program Chal raha hain Eid Say 4 din Phly ka jis me Aap ka topic ha SHOPPING,us ka ye Matlab hai live Broadcasting china ma nahy chal Rahy hai Please Make it Live...",-1
aawz tv channel bahot achha channel hay mujhay bahot pasand hay great man ceo awaz tv shah sb,1
"new update Lakhi ghulam shah me aadha ghanta pahly transform banane k baad dhmaka,",0
dhamke me 2 dukane jal kar raakh. dukan ka malik behosh,0
adi kiran ap ka program bhut achha hi hum bhut shoq se dakhti hin ap bhi peyari singer hi,1
mujhe sindhi songs boht ache lgte h es lye i love awaz tv,1
